pres	tc	td	wspd	wdir	alt
426	-22.35	-25.50	31.84	244	6801
425	-22.40	-25.50	31.76	244	6806
425	-22.44	-25.50	31.75	244	6811
424	-22.51	-25.50	31.72	244	6820
424	-22.55	-25.50	31.64	244	6829
424	-22.59	-25.60	31.52	244	6834
423	-22.66	-25.70	31.38	244	6843
422	-22.70	-25.60	31.20	244	6852
422	-22.72	-25.60	31.08	244	6857
422	-22.79	-25.80	31.07	244	6861
422	-22.90	-25.90	31.09	243	6868
421	-22.94	-25.90	31.07	243	6875
421	-22.96	-25.90	30.97	243	6880
421	-23.01	-26.00	30.85	243	6886
420	-23.06	-26.10	30.74	243	6894
420	-23.12	-26.10	30.73	243	6903
419	-23.18	-26.20	30.80	242	6910
419	-23.22	-26.30	30.87	242	6916
418	-23.27	-26.30	30.92	242	6924
418	-23.31	-26.30	30.91	242	6932
418	-23.37	-26.40	30.83	242	6939
417	-23.42	-26.40	30.77	242	6947
417	-23.51	-26.40	30.71	242	6954
416	-23.55	-26.40	30.68	242	6961
416	-23.61	-26.40	30.66	241	6967
416	-23.66	-26.40	30.66	241	6973
415	-23.70	-26.40	30.65	241	6980
415	-23.75	-26.40	30.60	241	6987
414	-23.81	-26.50	30.52	241	6996
414	-23.86	-26.50	30.46	240	7006
413	-23.89	-26.50	30.40	240	7013
413	-23.92	-26.50	30.34	240	7020
412	-24.01	-26.60	30.30	240	7028
412	-24.10	-26.70	30.31	240	7036
412	-24.10	-26.70	30.35	240	7040
412	-24.13	-26.70	30.40	240	7046
411	-24.16	-26.70	30.42	240	7052
411	-24.23	-26.70	30.40	240	7060
410	-24.29	-26.70	30.33	240	7066
410	-24.34	-26.80	30.27	240	7071
410	-24.40	-26.80	30.26	240	7077
409	-24.47	-26.90	30.30	240	7084
409	-24.51	-26.90	30.37	240	7091
408	-24.60	-27.10	30.35	240	7099
408	-24.69	-27.20	30.29	241	7108
408	-24.78	-27.40	30.19	241	7116
407	-24.84	-27.60	30.05	241	7123
407	-24.89	-27.70	29.93	241	7133
406	-24.97	-27.80	29.86	241	7140
406	-25.00	-27.90	29.84	241	7144
406	-25.04	-28.00	29.87	241	7150
405	-25.11	-28.00	29.87	241	7158
405	-25.17	-28.10	29.83	242	7162
405	-25.19	-28.20	29.75	242	7167
404	-25.24	-28.30	29.74	242	7174
404	-25.30	-28.30	29.75	242	7181
404	-25.35	-28.30	29.79	242	7186
403	-25.41	-28.40	29.88	243	7194
403	-25.48	-28.50	30.00	243	7202
402	-25.52	-28.60	30.11	243	7209
402	-25.57	-28.70	30.23	244	7216
402	-25.61	-28.80	30.29	244	7223
401	-25.70	-28.90	30.29	244	7232
401	-25.77	-29.00	30.27	244	7238
400	-25.79	-29.10	30.34	244	7244
400	-25.83	-29.20	30.41	245	7253
400	-25.88	-29.20	30.48	245	7260
399	-25.99	-29.30	30.54	245	7266
399	-26.03	-29.30	30.52	245	7277
398	-26.12	-29.40	30.44	245	7289
397	-26.18	-29.40	30.35	245	7300
397	-26.23	-29.50	30.25	245	7304
397	-26.25	-29.60	30.25	245	7308
396	-26.34	-29.70	30.28	245	7318
396	-26.41	-29.70	30.37	246	7327
396	-26.45	-29.70	30.36	246	7330
396	-26.52	-29.90	30.31	245	7335
395	-26.63	-30.00	30.25	245	7345
395	-26.69	-30.10	30.26	245	7351
394	-26.69	-30.20	30.35	245	7354
394	-26.74	-30.30	30.45	245	7361
394	-26.83	-30.40	30.57	245	7370
393	-26.87	-30.40	30.66	245	7378
393	-26.94	-30.50	30.68	245	7384
392	-26.96	-30.60	30.71	245	7392
392	-27.05	-30.60	30.74	245	7398
392	-27.09	-30.70	30.81	246	7404
391	-27.11	-30.70	30.91	246	7410
391	-27.16	-30.80	31.01	246	7419
391	-27.22	-30.80	31.03	246	7424
390	-27.25	-30.80	31.03	246	7427
390	-27.27	-30.90	31.03	246	7430
390	-27.33	-31.00	31.04	246	7438
390	-27.40	-31.00	31.05	246	7445
389	-27.45	-31.00	31.06	246	7451
389	-27.51	-31.10	31.06	246	7456
388	-27.53	-31.10	31.06	246	7464
388	-27.60	-31.20	31.07	246	7473
388	-27.65	-31.30	31.10	246	7480
387	-27.67	-31.30	31.12	246	7484
387	-27.69	-31.40	31.18	246	7488
387	-27.71	-31.40	31.25	245	7497
386	-27.76	-31.40	31.34	245	7506
386	-27.77	-31.40	31.43	245	7510
386	-27.78	-31.40	31.54	245	7515
385	-27.85	-31.40	31.64	246	7521
385	-27.89	-31.40	31.74	246	7525
385	-27.89	-31.40	31.83	246	7528
385	-27.91	-31.40	31.93	246	7534
384	-27.96	-31.40	32.05	246	7542
384	-27.96	-31.30	32.17	246	7548
384	-27.96	-31.30	32.26	246	7553
383	-27.98	-31.40	32.37	246	7560
383	-28.00	-31.40	32.43	246	7569
382	-27.98	-31.30	32.50	246	7576
382	-27.92	-31.20	32.55	247	7584
382	-27.89	-31.10	32.58	247	7591
381	-27.89	-31.10	32.62	246	7598
381	-27.92	-31.20	32.68	246	7605
381	-27.96	-31.20	32.75	246	7612
380	-28.00	-31.20	32.82	246	7618
380	-28.05	-31.30	32.92	246	7626
379	-28.12	-31.30	33.03	246	7634
379	-28.12	-31.40	33.14	246	7639
379	-28.14	-31.40	33.27	246	7644
379	-28.18	-31.50	33.42	246	7649
378	-28.25	-31.50	33.58	247	7658
378	-28.29	-31.60	33.78	247	7664
378	-28.34	-31.60	33.99	247	7669
377	-28.38	-31.70	34.22	247	7675
377	-28.45	-31.80	34.39	248	7682
376	-28.52	-31.80	34.52	248	7689
376	-28.56	-31.90	34.63	248	7694
376	-28.58	-31.90	34.72	248	7699
376	-28.65	-32.00	34.80	248	7706
375	-28.67	-32.00	34.86	248	7714
375	-28.70	-32.00	34.91	248	7721
374	-28.72	-32.00	34.99	249	7728
374	-28.74	-32.10	35.08	249	7736
374	-28.72	-32.00	35.17	249	7741
373	-28.74	-32.00	35.22	249	7748
373	-28.70	-31.90	35.29	249	7758
373	-28.70	-31.90	35.36	249	7764
372	-28.70	-31.90	35.42	249	7768
372	-28.77	-32.00	35.52	249	7775
372	-28.79	-32.00	35.64	249	7779
372	-28.81	-32.00	35.79	249	7780
372	-28.83	-32.00	35.93	249	7784
371	-28.86	-32.00	36.07	250	7794
371	-28.90	-32.00	36.17	250	7802
370	-28.90	-32.00	36.22	250	7806
370	-28.92	-32.10	36.29	250	7809
370	-28.95	-32.20	36.40	250	7813
370	-29.01	-32.20	36.55	250	7820
369	-29.08	-32.20	36.74	250	7827
369	-29.10	-32.20	36.93	250	7834
369	-29.17	-32.20	37.08	250	7840
368	-29.24	-32.30	37.16	250	7846
368	-29.26	-32.30	37.21	250	7853
368	-29.38	-32.50	37.23	251	7861
367	-29.42	-32.50	37.28	251	7869
367	-29.42	-32.60	37.46	251	7875
366	-29.42	-32.60	37.70	251	7882
366	-29.47	-32.70	37.89	251	7892
366	-29.44	-32.70	38.05	251	7899
365	-29.47	-32.80	38.16	252	7904
365	-29.56	-32.90	38.26	252	7914
364	-29.63	-33.00	38.35	252	7922
364	-29.67	-33.00	38.49	252	7925
364	-29.73	-33.10	38.67	252	7930
364	-29.78	-33.10	38.88	252	7934
364	-29.85	-33.20	39.11	252	7938
363	-29.85	-33.20	39.27	252	7942
363	-29.88	-33.20	39.36	252	7946
363	-29.92	-33.20	39.46	252	7949
363	-29.99	-33.20	39.56	252	7954
362	-30.06	-33.20	39.68	252	7961
362	-30.03	-33.20	39.79	252	7967
362	-30.06	-33.20	39.90	252	7971
362	-30.08	-33.20	40.01	252	7980
361	-30.11	-33.30	40.10	251	7988
361	-30.15	-33.30	40.21	251	7995
360	-30.17	-33.30	40.32	251	8004
360	-30.19	-33.30	40.44	251	8010
360	-30.22	-33.40	40.54	251	8014
360	-30.29	-33.50	40.65	251	8021
359	-30.33	-33.50	40.77	250	8028
359	-30.35	-33.60	40.87	250	8034
358	-30.42	-33.70	40.97	250	8042
358	-30.48	-33.70	41.09	250	8048
358	-30.54	-33.80	41.22	250	8054
358	-30.47	-33.70	41.40	250	8060
357	-30.47	-33.80	41.57	250	8067
357	-30.54	-33.80	41.69	249	8073
356	-30.58	-33.90	41.74	249	8080
356	-30.61	-33.90	41.78	249	8087
356	-30.65	-33.90	41.81	249	8092
356	-30.70	-33.90	41.87	248	8098
355	-30.81	-34.00	41.97	248	8106
355	-30.88	-34.00	42.07	248	8116
354	-30.95	-34.10	42.14	248	8125
354	-30.97	-34.10	42.19	248	8132
354	-31.04	-34.20	42.18	248	8138
353	-31.06	-34.20	42.13	248	8143
353	-31.13	-34.30	42.09	248	8151
353	-31.20	-34.30	42.12	248	8159
352	-31.25	-34.40	42.15	248	8163
352	-31.27	-34.40	42.16	247	8169
352	-31.34	-34.50	42.13	247	8176
351	-31.41	-34.50	42.08	247	8183
351	-31.46	-34.60	42.03	247	8188
351	-31.50	-34.60	42.06	247	8194
350	-31.55	-34.60	42.09	247	8200
350	-31.57	-34.60	42.11	247	8205
350	-31.62	-34.70	42.06	247	8210
350	-31.69	-34.70	41.95	247	8218
349	-31.73	-34.70	41.85	247	8227
349	-31.73	-34.70	41.87	247	8232
349	-31.78	-34.70	41.97	247	8237
348	-31.85	-34.80	42.07	246	8245
348	-31.92	-34.80	42.14	246	8254
348	-31.99	-34.80	42.15	246	8261
347	-32.06	-34.90	42.09	246	8269
347	-32.13	-35.00	42.04	246	8278
346	-32.20	-35.00	42.01	245	8287
346	-32.20	-35.00	42.05	245	8292
346	-32.24	-35.10	42.20	245	8298
345	-32.34	-35.20	42.34	245	8311
345	-32.36	-35.20	42.40	244	8320
344	-32.43	-35.30	42.39	244	8322
344	-32.45	-35.30	42.32	244	8325
344	-32.52	-35.30	42.28	244	8332
344	-32.59	-35.40	42.30	244	8339
343	-32.64	-35.40	42.29	244	8346
343	-32.71	-35.40	42.26	244	8354
343	-32.73	-35.50	42.25	244	8360
342	-32.73	-35.50	42.29	244	8364
342	-32.78	-35.50	42.30	244	8367
342	-32.85	-35.60	42.27	244	8373
342	-32.95	-35.70	42.19	244	8383
341	-32.99	-35.70	42.07	243	8391
341	-33.04	-35.70	42.01	243	8397
341	-33.11	-35.80	42.00	243	8404
340	-33.18	-35.80	42.00	243	8414
340	-33.23	-35.90	42.03	243	8422
340	-33.30	-35.90	42.08	243	8426
339	-33.35	-36.00	42.02	243	8432
339	-33.40	-36.00	41.90	243	8440
338	-33.49	-36.00	41.73	243	8448
338	-33.56	-36.10	41.60	242	8454
338	-33.61	-36.10	41.49	242	8460
338	-33.66	-36.20	41.45	242	8468
337	-33.73	-36.20	41.43	242	8476
337	-33.78	-36.30	41.37	242	8483
336	-33.85	-36.30	41.33	242	8492
336	-33.92	-36.30	41.28	242	8500
336	-33.97	-36.40	41.20	242	8505
335	-34.04	-36.50	41.17	242	8513
335	-34.09	-36.50	41.12	242	8518
335	-34.14	-36.50	41.12	241	8522
334	-34.16	-36.60	41.13	241	8530
334	-34.23	-36.60	41.19	241	8537
334	-34.31	-36.70	41.23	241	8545
333	-34.38	-36.80	41.26	241	8554
333	-34.44	-36.80	41.24	241	8560
333	-34.50	-36.80	41.16	240	8567
332	-34.55	-36.90	41.09	240	8575
332	-34.62	-37.00	41.09	240	8584
332	-34.67	-37.00	41.15	240	8591
331	-34.74	-37.10	41.27	240	8598
331	-34.77	-37.20	41.34	240	8606
331	-34.86	-37.30	41.44	240	8613
330	-34.91	-37.30	41.48	240	8622
330	-34.98	-37.40	41.48	239	8631
330	-35.06	-37.50	41.43	239	8636
329	-35.11	-37.50	41.39	239	8641
329	-35.23	-37.70	41.47	239	8651
328	-35.28	-37.70	41.61	239	8659
328	-35.30	-37.80	41.71	239	8665
328	-35.37	-37.80	41.81	239	8672
327	-35.47	-37.90	41.86	239	8682
327	-35.57	-38.00	41.88	239	8692
327	-35.62	-38.10	41.81	239	8697
326	-35.64	-38.10	41.71	239	8700
326	-35.72	-38.20	41.68	239	8707
326	-35.79	-38.20	41.76	239	8716
326	-35.86	-38.30	41.90	239	8721
325	-35.89	-38.30	41.94	239	8726
325	-35.99	-38.30	41.90	238	8733
324	-36.06	-38.40	41.83	238	8746
324	-36.16	-38.40	41.72	238	8756
324	-36.19	-38.40	41.64	238	8761
323	-36.24	-38.40	41.60	238	8767
323	-36.29	-38.50	41.70	237	8774
323	-36.34	-38.50	41.86	237	8780
322	-36.41	-38.50	41.93	237	8787
322	-36.51	-38.60	41.86	237	8792
322	-36.58	-38.60	41.75	237	8797
322	-36.66	-38.70	41.64	236	8808
321	-36.73	-38.70	41.60	236	8817
321	-36.78	-38.80	41.63	236	8824
320	-36.89	-38.90	41.76	236	8831
320	-36.96	-38.90	41.91	236	8840
320	-37.04	-39.00	42.07	236	8847
320	-37.11	-39.00	42.14	236	8852
319	-37.17	-39.00	42.03	236	8858
319	-37.22	-39.00	41.94	236	8864
319	-37.24	-39.00	41.94	235	8868
318	-37.34	-39.10	42.05	235	8876
318	-37.44	-39.30	42.20	235	8886
317	-37.52	-39.40	42.32	235	8896
317	-37.60	-39.60	42.30	235	8904
317	-37.70	-39.80	42.17	234	8912
316	-37.78	-39.90	42.02	234	8920
316	-37.85	-40.10	41.94	234	8928
315	-37.88	-40.20	41.88	234	8939
315	-37.96	-40.30	41.98	234	8950
315	-37.98	-40.40	42.08	234	8955
314	-38.09	-40.50	42.16	234	8960
314	-38.16	-40.70	42.11	234	8971
314	-38.24	-40.80	42.01	234	8982
313	-38.27	-40.80	41.96	234	8988
313	-38.29	-40.90	41.98	234	8991
313	-38.34	-40.90	42.08	234	8994
313	-38.42	-41.00	42.12	234	9000
312	-38.50	-41.10	42.07	234	9008
312	-38.55	-41.20	41.99	234	9014
312	-38.63	-41.30	41.94	234	9020
311	-38.73	-41.30	41.89	234	9029
311	-38.79	-41.40	41.84	233	9038
311	-38.84	-41.40	41.82	233	9045
310	-38.91	-41.40	41.81	233	9052
310	-38.97	-41.50	41.82	233	9060
310	-39.02	-41.50	41.81	233	9066
310	-39.08	-41.50	41.76	233	9070
309	-39.18	-41.60	41.74	233	9077
309	-39.26	-41.60	41.70	233	9088
308	-39.34	-41.60	41.69	233	9096
308	-39.36	-41.60	41.67	233	9102
308	-39.41	-41.60	41.68	233	9105
308	-39.44	-41.60	41.77	233	9110
307	-39.55	-41.70	41.88	233	9118
307	-39.60	-41.70	41.97	233	9127
307	-39.65	-41.80	42.01	233	9133
306	-39.71	-41.80	42.04	233	9138
306	-39.82	-41.90	42.01	233	9146
306	-39.90	-42.00	42.00	233	9153
306	-39.95	-42.00	42.03	233	9158
305	-40.00	-42.10	42.07	233	9162
305	-40.03	-42.10	42.11	233	9169
305	-40.09	-42.10	42.19	233	9179
304	-40.14	-42.20	42.19	233	9187
304	-40.19	-42.20	42.18	233	9192
304	-40.30	-42.30	42.19	233	9198
303	-40.36	-42.30	42.21	233	9208
303	-40.41	-42.40	42.27	232	9218
303	-40.47	-42.40	42.32	232	9223
302	-40.49	-42.40	42.35	232	9227
302	-40.58	-42.50	42.36	232	9234
302	-40.63	-42.50	42.36	232	9243
302	-40.74	-42.70	42.41	232	9250
301	-40.80	-42.70	42.49	232	9258
301	-40.88	-42.80	42.58	232	9266
301	-40.93	-42.90	42.66	232	9271
300	-40.96	-42.90	42.69	232	9277
300	-41.02	-43.00	42.70	232	9286
300	-41.10	-43.10	42.74	232	9295
299	-41.21	-43.20	42.79	232	9302
299	-41.24	-43.30	42.91	232	9309
299	-41.32	-43.40	43.02	232	9314
298	-41.38	-43.40	43.13	232	9319
298	-41.41	-43.50	43.17	231	9326
298	-41.46	-43.60	43.15	231	9333
298	-41.52	-43.70	43.14	231	9338
297	-41.58	-43.70	43.17	231	9344
297	-41.66	-43.80	43.26	231	9351
297	-41.74	-43.90	43.39	231	9359
296	-41.80	-44.00	43.50	231	9366
296	-41.86	-44.10	43.61	231	9373
296	-41.91	-44.20	43.64	231	9379
296	-42.00	-44.30	43.63	231	9385
295	-42.08	-44.40	43.60	231	9393
295	-42.14	-44.50	43.58	231	9400
295	-42.17	-44.50	43.62	231	9406
294	-42.23	-44.70	43.69	231	9412
294	-42.28	-44.80	43.74	231	9417
294	-42.34	-44.90	43.78	231	9422
294	-42.40	-45.00	43.76	231	9426
293	-42.51	-45.10	43.73	231	9435
293	-42.57	-45.20	43.76	231	9444
293	-42.60	-45.20	43.86	231	9449
292	-42.66	-45.30	43.97	231	9457
292	-42.73	-45.30	44.09	231	9464
292	-42.79	-45.40	44.23	232	9472
292	-42.86	-45.50	44.33	232	9480
291	-42.95	-45.50	44.33	232	9484
291	-43.06	-45.60	44.28	232	9494
290	-43.09	-45.60	44.20	231	9504
290	-43.15	-45.70	44.19	231	9507
290	-43.18	-45.70	44.19	232	9512
290	-43.24	-45.70	44.18	232	9524
289	-43.30	-45.70	44.16	232	9535
289	-43.38	-45.80	44.16	232	9541
288	-43.44	-45.80	44.14	232	9550
288	-43.53	-45.90	44.05	232	9560
288	-43.62	-45.90	43.93	232	9561
288	-43.68	-46.00	43.88	232	9569
287	-43.68	-46.00	43.88	232	9575
287	-43.74	-46.00	43.90	232	9580
287	-43.86	-46.10	43.93	232	9586
286	-43.96	-46.20	43.93	232	9599
286	-44.07	-46.30	43.91	233	9612
286	-44.10	-46.40	43.91	233	9617
285	-44.13	-46.50	43.93	233	9621
285	-44.19	-46.50	43.96	233	9631
285	-44.31	-46.70	43.99	233	9641
284	-44.40	-46.80	43.99	233	9648
284	-44.43	-46.90	43.98	233	9654
284	-44.46	-46.90	43.97	233	9661
283	-44.52	-47.00	43.93	233	9672
283	-44.61	-47.10	43.88	233	9679
283	-44.70	-47.30	43.87	233	9685
282	-44.76	-47.40	43.87	234	9695
282	-44.85	-47.50	43.89	234	9703
282	-44.88	-47.60	43.90	234	9710
281	-44.95	-47.70	43.90	234	9718
281	-45.01	-47.80	43.92	234	9726
281	-45.07	-47.80	43.97	234	9729
281	-45.16	-48.00	44.02	234	9733
280	-45.25	-48.10	44.06	234	9743
280	-45.32	-48.10	44.17	234	9752
280	-45.38	-48.20	44.26	234	9762
279	-45.39	-48.30	44.35	234	9770
279	-45.41	-48.30	44.44	234	9777
279	-45.47	-48.40	44.50	234	9781
278	-45.57	-48.50	44.54	234	9786
278	-45.60	-48.50	44.61	234	9790
278	-45.66	-48.60	44.69	234	9796
278	-45.72	-48.60	44.79	234	9804
278	-45.79	-48.70	44.91	234	9810
277	-45.82	-48.70	44.93	234	9817
277	-45.91	-48.80	44.91	234	9824
277	-46.01	-48.90	44.92	234	9832
276	-46.10	-49.00	44.94	234	9839
276	-46.13	-49.00	44.96	234	9846
276	-46.17	-49.00	44.98	234	9857
275	-46.20	-49.00	45.01	234	9868
275	-46.29	-49.10	45.04	234	9875
274	-46.42	-49.20	45.10	234	9882
274	-46.49	-49.20	45.08	234	9892
274	-46.52	-49.20	45.02	234	9902
273	-46.55	-49.30	45.08	233	9909
273	-46.58	-49.30	45.12	233	9916
273	-46.68	-49.30	45.13	233	9924
272	-46.78	-49.40	45.08	233	9932
272	-46.84	-49.50	45.02	233	9940
272	-46.91	-49.50	44.96	233	9948
272	-46.91	-49.50	44.88	233	9954
272	-46.97	-49.60	44.81	233	9956
271	-47.01	-49.60	44.71	232	9960
271	-47.07	-49.60	44.66	233	9969
271	-47.17	-49.70	44.65	233	9976
270	-47.24	-49.80	44.64	233	9983
270	-47.30	-49.80	44.64	232	9992
270	-47.37	-49.90	44.65	232	10000
269	-47.47	-50.00	44.66	232	10008
269	-47.57	-50.10	44.60	232	10017
269	-47.61	-50.20	44.55	232	10024
269	-47.61	-50.20	44.51	232	10026
268	-47.64	-50.30	44.49	232	10030
268	-47.64	-50.40	44.53	232	10038
268	-47.67	-50.40	44.58	232	10044
268	-47.74	-50.50	44.62	232	10048
268	-47.74	-50.60	44.64	232	10054
267	-47.86	-50.80	44.67	232	10059
267	-47.90	-50.80	44.62	232	10066
267	-47.97	-51.00	44.61	232	10074
266	-47.97	-51.00	44.67	232	10080
266	-48.04	-51.10	44.76	232	10087
266	-48.11	-51.30	44.90	232	10095
265	-48.25	-51.50	45.01	232	10108
265	-48.32	-51.60	45.07	232	10119
265	-48.37	-51.80	45.10	233	10121
265	-48.37	-51.80	45.12	233	10123
264	-48.44	-51.90	45.17	233	10129
264	-48.50	-52.00	45.31	233	10136
264	-48.57	-52.10	45.50	233	10143
264	-48.64	-52.20	45.68	233	10150
263	-48.71	-52.30	45.85	233	10157
263	-48.72	-52.30	45.97	234	10162
263	-48.73	-52.30	46.03	234	10166
263	-48.78	-52.30	46.06	234	10175
262	-48.87	-52.30	46.09	234	10185
262	-48.94	-52.40	46.18	234	10192
262	-48.98	-52.40	46.24	234	10196
262	-49.03	-52.40	46.25	234	10201
261	-49.07	-52.50	46.23	234	10208
261	-49.10	-52.40	46.22	234	10217
261	-49.12	-52.40	46.25	234	10222
260	-49.19	-52.40	46.32	235	10228
260	-49.23	-52.40	46.41	235	10237
260	-49.28	-52.40	46.50	235	10248
260	-49.32	-52.40	46.63	235	10254
259	-49.37	-52.50	46.75	235	10260
259	-49.46	-52.50	46.86	235	10265
259	-49.50	-52.50	46.98	235	10264
259	-49.55	-52.50	47.12	235	10265
259	-49.59	-52.50	47.23	235	10271
259	-49.59	-52.50	47.30	236	10276
259	-49.61	-52.50	47.37	236	10276
259	-49.68	-52.50	47.43	236	10277
258	-49.77	-52.60	47.49	236	10284
258	-49.86	-52.70	47.55	235	10292
258	-49.90	-52.70	47.60	235	10295
258	-49.88	-52.70	47.69	235	10303
257	-49.88	-52.70	47.82	235	10311
257	-49.90	-52.80	47.95	235	10315
257	-49.99	-52.80	48.04	235	10321
256	-50.10	-53.00	48.06	235	10332
256	-50.19	-53.00	48.08	235	10341
256	-50.21	-53.10	48.07	235	10349
256	-50.23	-53.20	48.07	235	10357
255	-50.21	-53.20	48.05	235	10363
255	-50.21	-53.20	48.06	235	10366
255	-50.34	-53.40	48.11	235	10370
255	-50.38	-53.50	48.14	235	10376
254	-50.40	-53.50	48.15	235	10381
254	-50.43	-53.50	48.15	235	10386
254	-50.47	-53.70	48.18	234	10393
254	-50.58	-53.80	48.28	234	10402
253	-50.64	-53.90	48.34	234	10412
253	-50.73	-54.10	48.38	234	10422
253	-50.79	-54.20	48.38	234	10429
252	-50.88	-54.40	48.37	234	10436
252	-51.01	-54.60	48.35	234	10447
252	-51.05	-54.70	48.33	234	10456
252	-51.07	-54.80	48.30	234	10459
251	-51.12	-54.90	48.28	235	10464
251	-51.14	-55.00	48.25	235	10473
251	-51.16	-55.10	48.22	235	10481
250	-51.24	-55.20	48.21	235	10487
250	-51.37	-55.30	48.20	235	10496
250	-51.50	-55.50	48.23	235	10507
250	-51.62	-55.70	48.28	235	10512
249	-51.67	-55.80	48.35	235	10518
249	-51.67	-55.80	48.45	235	10528
248	-51.71	-55.90	48.46	235	10537
248	-51.71	-55.90	48.45	235	10542
248	-51.77	-56.00	48.41	235	10546
248	-51.90	-56.10	48.38	235	10554
248	-51.96	-56.20	48.33	235	10562
247	-52.00	-56.20	48.31	235	10570
247	-52.02	-56.20	48.36	235	10577
247	-52.08	-56.30	48.42	236	10582
247	-52.19	-56.40	48.50	236	10586
246	-52.21	-56.40	48.58	236	10592
246	-52.25	-56.40	48.57	236	10599
246	-52.31	-56.50	48.61	236	10607
246	-52.38	-56.50	48.68	236	10617
245	-52.44	-56.50	48.79	237	10625
245	-52.50	-56.60	48.96	237	10631
245	-52.58	-56.80	49.16	237	10638
244	-52.62	-56.90	49.31	237	10650
244	-52.68	-57.00	49.41	238	10660
244	-52.77	-57.10	49.45	238	10664
244	-52.81	-57.20	49.47	238	10671
243	-52.87	-57.20	49.46	238	10680
243	-52.91	-57.30	49.49	238	10689
242	-52.91	-57.30	49.50	238	10695
242	-52.97	-57.40	49.45	238	10698
242	-53.05	-57.50	49.42	238	10704
242	-53.13	-57.60	49.39	238	10711
242	-53.21	-57.60	49.36	238	10719
241	-53.28	-57.70	49.39	238	10727
241	-53.32	-57.70	49.40	238	10731
241	-53.32	-57.70	49.43	239	10737
241	-53.38	-57.70	49.52	239	10747
240	-53.42	-57.80	49.65	239	10758
240	-53.44	-57.80	49.79	239	10765
240	-53.46	-57.80	49.92	239	10768
240	-53.54	-57.90	50.09	239	10773
239	-53.58	-57.90	50.24	240	10784
239	-53.64	-57.80	50.40	240	10796
238	-53.70	-57.80	50.59	240	10803
238	-53.76	-57.90	50.75	240	10806
238	-53.76	-57.80	50.91	240	10813
238	-53.74	-57.70	51.04	240	10827
237	-53.72	-57.70	51.11	240	10835
237	-53.74	-57.70	51.15	240	10837
237	-53.80	-57.70	51.19	240	10841
237	-53.88	-57.70	51.28	240	10852
236	-53.94	-57.70	51.36	240	10862
236	-53.98	-57.70	51.38	241	10867
236	-54.00	-57.70	51.40	241	10869
236	-54.00	-57.70	51.42	241	10873
236	-54.04	-57.70	51.46	241	10882
235	-54.15	-57.70	51.45	241	10892
235	-54.21	-57.70	51.43	241	10899
235	-54.27	-57.70	51.44	241	10908
234	-54.31	-57.70	51.45	241	10920
234	-54.37	-57.70	51.46	242	10931
234	-54.43	-57.70	51.45	242	10938
233	-54.51	-57.70	51.49	242	10943
233	-54.59	-57.80	51.59	242	10947
233	-54.67	-57.90	51.66	242	10955
233	-54.71	-57.90	51.71	242	10964
232	-54.77	-58.00	51.73	242	10970
232	-54.79	-58.00	51.82	242	10974
232	-54.81	-58.00	51.90	242	10981
232	-54.88	-58.10	51.96	242	10990
232	-54.96	-58.20	52.03	242	10994
232	-55.04	-58.30	52.09	242	10996
231	-55.04	-58.20	52.15	242	11003
231	-55.02	-58.20	52.21	242	11010
231	-54.98	-58.10	52.26	242	11014
230	-55.08	-58.20	52.30	242	11023
230	-55.22	-58.30	52.29	242	11034
230	-55.34	-58.40	52.27	242	11043
230	-55.40	-58.50	52.29	242	11050
229	-55.48	-58.60	52.34	242	11056
229	-55.53	-58.70	52.49	242	11065
229	-55.59	-58.80	52.67	242	11073
228	-55.65	-58.90	52.86	242	11082
228	-55.65	-59.00	53.02	242	11086
228	-55.69	-59.10	53.13	242	11092
228	-55.73	-59.20	53.20	242	11099
228	-55.85	-59.30	53.25	242	11105
227	-55.94	-59.40	53.42	242	11110
227	-55.96	-59.50	53.63	242	11115
227	-55.98	-59.50	53.80	242	11123
227	-55.98	-59.50	53.97	242	11132
226	-56.02	-59.50	54.06	242	11142
226	-56.12	-59.60	54.11	242	11151
226	-56.26	-59.70	54.12	242	11164
225	-56.41	-59.90	54.30	242	11176
225	-56.47	-59.90	54.53	242	11180
225	-56.52	-60.00	54.79	242	11183
225	-56.54	-60.00	55.00	242	11186
224	-56.52	-60.00	55.11	243	11200
224	-56.54	-60.00	55.20	243	11212
224	-56.58	-60.10	55.28	243	11218
223	-56.70	-60.20	55.37	243	11229
223	-56.83	-60.30	55.48	243	11241
223	-56.87	-60.30	55.61	243	11245
223	-56.87	-60.30	55.93	243	11243
223	-56.87	-60.30	56.09	243	11246
222	-56.89	-60.30	56.18	244	11255
222	-56.95	-60.20	56.23	244	11262
222	-57.00	-60.20	56.31	244	11270
221	-57.08	-60.20	56.39	244	11284
221	-57.16	-60.20	56.51	244	11299
220	-57.23	-60.20	56.65	244	11307
220	-57.27	-60.20	56.81	244	11308
220	-57.35	-60.30	57.04	244	11314
220	-57.29	-60.10	57.27	244	11328
220	-57.18	-60.00	57.36	244	11334
220	-57.08	-59.90	57.46	245	11335
219	-57.10	-59.80	57.56	245	11346
219	-57.06	-59.70	57.64	245	11362
218	-57.03	-59.60	57.74	245	11372
218	-56.97	-59.50	57.83	246	11373
218	-56.99	-59.50	57.84	246	11374
218	-57.07	-59.50	57.84	246	11384
217	-57.12	-59.50	57.83	246	11396
217	-57.16	-59.40	57.77	247	11404
