pres	tc	td	wspd	wdir	alt
884	-2.07	-7.80	8.78	249	1150
884	-2.14	-7.80	8.76	248	1157
883	-2.23	-7.90	8.73	248	1163
882	-2.30	-7.90	8.70	247	1171
881	-2.39	-7.90	8.69	246	1180
880	-2.45	-7.90	8.68	246	1188
879	-2.52	-7.90	8.67	245	1196
878	-2.59	-8.00	8.65	244	1205
878	-2.68	-8.00	8.62	243	1212
877	-2.74	-8.00	8.60	242	1217
876	-2.81	-8.00	8.58	241	1224
875	-2.88	-8.00	8.57	241	1232
875	-2.96	-8.00	8.60	240	1238
874	-3.03	-8.00	8.65	239	1245
873	-3.08	-8.00	8.71	239	1251
873	-3.14	-7.90	8.75	238	1257
872	-3.21	-7.90	8.78	238	1265
871	-3.28	-7.90	8.83	237	1270
870	-3.32	-7.80	8.90	237	1277
870	-3.39	-7.80	9.01	237	1284
869	-3.44	-7.80	9.15	237	1290
868	-3.50	-7.80	9.32	237	1297
868	-3.52	-7.80	9.47	237	1303
867	-3.54	-7.80	9.63	237	1309
866	-3.59	-7.80	9.80	237	1314
866	-3.66	-7.80	9.97	237	1320
865	-3.72	-7.80	10.13	237	1328
864	-3.79	-7.90	10.31	238	1335
863	-3.86	-7.90	10.48	238	1342
863	-3.90	-7.90	10.65	238	1347
862	-3.97	-7.90	10.79	238	1353
861	-4.03	-7.90	10.90	238	1360
861	-4.08	-7.90	11.01	238	1366
860	-4.12	-7.90	11.17	238	1371
860	-4.19	-7.90	11.31	239	1376
859	-4.26	-7.90	11.43	239	1381
858	-4.32	-8.00	11.55	239	1388
857	-4.39	-8.00	11.68	239	1396
857	-4.46	-8.00	11.81	240	1403
856	-4.55	-8.10	11.93	240	1410
855	-4.61	-8.10	12.07	240	1418
854	-4.66	-8.10	12.24	241	1426
854	-4.72	-8.10	12.40	241	1431
853	-4.81	-8.10	12.53	241	1437
852	-4.88	-8.10	12.62	242	1444
851	-4.95	-8.10	12.73	242	1451
851	-5.04	-8.10	12.83	242	1456
850	-5.01	-8.00	12.92	242	1464
849	-5.13	-8.10	13.00	243	1472
848	-5.24	-8.10	13.07	243	1479
848	-5.30	-8.20	13.15	243	1486
847	-5.28	-8.00	13.22	244	1494
846	-5.24	-7.90	13.25	244	1503
845	-5.37	-8.00	13.28	244	1509
844	-5.58	-8.20	13.33	244	1517
844	-5.69	-8.30	13.38	244	1524
843	-5.76	-8.30	13.43	245	1531
842	-5.83	-8.40	13.51	245	1537
842	-5.90	-8.40	13.61	245	1544
841	-5.97	-8.50	13.72	245	1550
840	-6.01	-8.50	13.83	245	1556
839	-6.10	-8.50	13.96	245	1562
839	-6.17	-8.50	14.09	245	1569
838	-6.17	-8.40	14.24	245	1574
838	-6.26	-8.50	14.40	246	1579
837	-6.33	-8.50	14.58	246	1586
836	-6.37	-8.50	14.77	246	1592
836	-6.42	-8.50	14.95	246	1600
835	-6.42	-8.40	15.11	246	1606
834	-6.47	-8.30	15.27	246	1613
834	-6.40	-8.10	15.43	246	1618
833	-6.42	-8.10	15.62	246	1624
832	-6.40	-8.00	15.79	246	1631
831	-6.28	-7.80	15.96	246	1637
831	-6.29	-7.80	16.15	246	1644
830	-6.31	-7.80	16.34	246	1650
829	-6.40	-7.80	16.54	245	1658
828	-6.44	-7.80	16.73	245	1665
828	-6.47	-7.80	16.94	245	1670
827	-6.51	-7.80	17.13	245	1675
827	-6.63	-7.90	17.31	245	1683
826	-6.67	-7.90	17.47	245	1689
826	-6.72	-7.90	17.61	245	1694
825	-6.72	-7.90	17.77	245	1701
824	-6.81	-8.00	17.93	245	1708
823	-6.83	-8.00	18.07	245	1714
823	-6.85	-8.00	18.21	245	1720
822	-6.92	-8.10	18.33	245	1725
821	-6.99	-8.10	18.45	245	1732
821	-7.01	-8.10	18.54	245	1738
820	-7.06	-8.10	18.61	245	1745
819	-7.08	-8.10	18.68	245	1752
819	-7.10	-8.10	18.77	245	1758
818	-7.17	-8.20	18.85	245	1763
818	-7.26	-8.20	18.92	245	1769
817	-7.31	-8.30	18.97	245	1775
816	-7.35	-8.30	19.02	245	1781
816	-7.38	-8.30	19.05	245	1787
815	-7.42	-8.30	19.08	245	1792
814	-7.49	-8.40	19.13	245	1798
814	-7.54	-8.40	19.22	245	1805
813	-7.58	-8.40	19.33	245	1811
813	-7.63	-8.40	19.44	245	1816
812	-7.70	-8.50	19.51	245	1822
811	-7.72	-8.50	19.59	245	1830
811	-7.76	-8.50	19.68	245	1835
810	-7.81	-8.50	19.78	245	1841
809	-7.86	-8.50	19.89	245	1847
809	-7.90	-8.50	20.00	245	1853
808	-7.92	-8.50	20.11	245	1860
808	-7.95	-8.50	20.15	245	1865
807	-8.02	-8.60	20.17	245	1870
806	-8.04	-8.60	20.19	246	1876
806	-8.04	-8.60	20.28	246	1882
805	-8.06	-8.60	20.40	246	1887
805	-8.08	-8.70	20.51	246	1892
804	-8.11	-8.70	20.57	246	1898
804	-8.18	-8.80	20.63	246	1904
803	-8.24	-8.90	20.69	246	1912
802	-8.24	-8.90	20.76	247	1918
802	-8.23	-8.90	20.85	247	1924
801	-8.22	-9.00	20.96	247	1929
800	-8.27	-9.00	21.08	247	1934
800	-8.24	-9.10	21.22	247	1940
799	-8.31	-9.10	21.30	247	1945
799	-8.38	-9.20	21.37	248	1951
798	-8.43	-9.20	21.46	248	1957
797	-8.50	-9.30	21.55	248	1964
797	-8.52	-9.30	21.65	248	1971
796	-8.59	-9.40	21.73	248	1979
795	-8.66	-9.40	21.80	248	1985
795	-8.73	-9.40	21.88	249	1988
794	-8.77	-9.40	21.97	249	1992
794	-8.73	-9.40	22.05	249	2000
793	-8.73	-9.40	22.09	249	2005
793	-8.70	-9.50	22.12	249	2008
792	-8.73	-9.60	22.15	250	2015
792	-8.73	-9.70	22.17	250	2021
791	-8.77	-9.80	22.21	250	2026
790	-8.84	-9.90	22.25	250	2034
790	-8.89	-9.90	22.29	250	2040
789	-8.89	-10.00	22.31	250	2042
789	-8.96	-10.00	22.32	250	2048
788	-9.00	-10.10	22.32	250	2055
788	-9.02	-10.20	22.32	250	2058
787	-9.05	-10.20	22.35	251	2062
787	-9.09	-10.20	22.42	251	2067
786	-9.16	-10.30	22.49	251	2072
786	-9.21	-10.30	22.54	251	2078
785	-9.23	-10.30	22.58	251	2082
785	-9.28	-10.40	22.62	251	2087
784	-9.35	-10.40	22.69	251	2093
784	-9.39	-10.50	22.78	251	2100
783	-9.44	-10.50	22.88	251	2106
782	-9.48	-10.60	22.96	252	2112
782	-9.58	-10.60	23.06	252	2118
781	-9.60	-10.70	23.14	252	2125
780	-9.65	-10.70	23.17	252	2131
780	-9.74	-10.80	23.20	252	2137
779	-9.78	-10.80	23.26	252	2144
778	-9.83	-10.90	23.36	252	2152
778	-9.85	-10.90	23.42	252	2157
777	-9.88	-11.00	23.46	252	2164
776	-9.90	-11.00	23.50	252	2170
776	-9.99	-11.10	23.57	252	2176
775	-10.06	-11.10	23.65	252	2183
774	-10.15	-11.10	23.72	252	2190
774	-10.17	-11.10	23.80	252	2196
773	-10.18	-11.10	23.92	252	2202
772	-10.22	-11.20	24.04	252	2210
772	-10.25	-11.20	24.15	252	2216
771	-10.32	-11.20	24.24	252	2220
771	-10.39	-11.20	24.34	252	2226
770	-10.43	-11.20	24.44	253	2232
770	-10.48	-11.20	24.53	253	2237
769	-10.53	-11.20	24.62	253	2243
769	-10.55	-11.20	24.70	253	2248
768	-10.57	-11.20	24.78	253	2253
768	-10.60	-11.30	24.85	253	2258
767	-10.67	-11.30	24.90	253	2265
766	-10.69	-11.40	24.96	253	2273
766	-10.73	-11.40	25.01	253	2278
765	-10.78	-11.40	25.07	253	2281
765	-10.80	-11.40	25.11	253	2285
764	-10.87	-11.40	25.16	253	2292
764	-10.92	-11.60	25.20	254	2299
763	-10.94	-11.60	25.24	254	2303
763	-10.99	-11.70	25.28	254	2307
762	-11.04	-11.70	25.32	254	2313
762	-11.08	-11.70	25.36	254	2318
761	-11.13	-11.80	25.40	254	2322
761	-11.20	-11.80	25.47	254	2327
760	-11.22	-11.90	25.55	254	2333
760	-11.27	-11.90	25.63	255	2338
759	-11.29	-11.90	25.69	255	2344
758	-11.36	-12.00	25.75	255	2349
758	-11.39	-12.00	25.84	255	2355
757	-11.43	-12.00	25.92	255	2361
757	-11.46	-12.00	25.99	256	2367
756	-11.50	-12.10	26.06	256	2372
756	-11.55	-12.10	26.12	256	2379
755	-11.60	-12.20	26.16	256	2384
755	-11.62	-12.20	26.18	257	2390
754	-11.69	-12.30	26.17	257	2395
753	-11.74	-12.30	26.16	257	2401
753	-11.76	-12.30	26.15	257	2406
752	-11.81	-12.40	26.14	258	2411
752	-11.88	-12.40	26.12	258	2417
751	-11.95	-12.50	26.09	258	2423
751	-11.97	-12.50	26.06	258	2428
750	-12.00	-12.50	26.06	258	2434
750	-12.02	-12.50	26.05	258	2440
749	-12.11	-12.60	26.04	258	2445
749	-12.16	-12.60	26.04	258	2451
748	-12.16	-12.60	26.03	258	2456
748	-12.21	-12.60	26.06	259	2462
747	-12.26	-12.60	26.09	259	2468
746	-12.28	-12.60	26.13	259	2473
746	-12.33	-12.70	26.15	259	2478
746	-12.35	-12.80	26.15	259	2483
745	-12.35	-12.70	26.16	259	2486
745	-12.40	-12.80	26.17	260	2491
744	-12.42	-12.80	26.19	260	2496
744	-12.42	-12.80	26.22	260	2500
743	-12.45	-12.80	26.24	260	2505
743	-12.49	-12.80	26.27	260	2510
742	-12.47	-12.80	26.29	261	2515
742	-12.52	-12.90	26.31	261	2522
741	-12.54	-12.90	26.32	261	2529
740	-12.66	-13.00	26.35	261	2535
740	-12.66	-13.10	26.39	261	2542
739	-12.71	-13.10	26.41	262	2549
738	-12.78	-13.20	26.42	262	2555
738	-12.85	-13.30	26.44	262	2560
737	-12.89	-13.40	26.51	262	2567
737	-12.97	-13.60	26.55	262	2572
736	-12.99	-13.60	26.59	262	2577
736	-13.01	-13.70	26.63	262	2583
735	-13.06	-13.80	26.69	263	2590
734	-13.06	-14.00	26.77	263	2596
734	-13.11	-14.10	26.84	263	2602
733	-13.13	-14.20	26.94	263	2607
733	-13.16	-14.30	27.06	263	2613
732	-13.23	-14.50	27.19	263	2618
732	-13.25	-14.60	27.29	264	2625
731	-13.30	-14.70	27.34	264	2633
730	-13.37	-14.80	27.40	264	2640
730	-13.39	-14.90	27.51	264	2644
730	-13.44	-15.10	27.60	264	2647
729	-13.51	-15.30	27.66	264	2652
729	-13.54	-15.50	27.70	264	2658
728	-13.59	-15.60	27.76	264	2663
727	-13.66	-15.80	27.81	264	2669
727	-13.68	-15.90	27.85	264	2676
726	-13.71	-15.90	27.88	264	2682
726	-13.73	-16.00	27.92	264	2686
725	-13.78	-16.10	27.98	264	2691
725	-13.80	-16.10	28.05	265	2695
725	-13.88	-16.20	28.09	265	2699
724	-13.93	-16.30	28.14	265	2704
724	-13.95	-16.30	28.19	265	2709
723	-14.00	-16.40	28.25	265	2714
723	-14.02	-16.40	28.29	265	2720
722	-14.02	-16.50	28.32	265	2725
722	-14.09	-16.60	28.35	265	2730
721	-14.17	-16.80	28.39	265	2736
721	-14.22	-17.00	28.45	265	2741
720	-14.22	-17.00	28.51	265	2745
720	-14.26	-17.20	28.59	265	2750
719	-14.36	-17.50	28.65	265	2756
719	-14.39	-17.80	28.72	266	2762
718	-14.44	-17.90	28.75	266	2767
718	-14.46	-18.10	28.78	266	2769
718	-14.48	-18.20	28.79	266	2771
718	-14.53	-18.30	28.84	266	2774
717	-14.58	-18.40	28.90	266	2780
716	-14.63	-18.50	28.93	266	2787
716	-14.68	-18.50	28.94	266	2791
716	-14.70	-18.60	28.93	266	2794
715	-14.78	-18.70	28.89	266	2800
714	-14.83	-18.70	28.87	266	2806
714	-14.85	-18.80	28.84	266	2811
714	-14.85	-18.80	28.85	267	2816
713	-14.87	-18.80	28.87	267	2822
712	-14.97	-18.90	28.92	267	2830
712	-15.00	-18.90	28.91	267	2836
711	-15.07	-19.00	28.88	267	2842
710	-15.12	-19.10	28.85	268	2850
710	-15.14	-19.10	28.85	268	2857
709	-15.17	-19.20	28.88	268	2862
709	-15.19	-19.20	28.91	268	2868
708	-15.27	-19.30	28.95	268	2875
708	-15.29	-19.30	28.99	268	2880
707	-15.32	-19.40	29.01	268	2884
706	-15.37	-19.40	29.02	268	2891
706	-15.42	-19.40	29.01	268	2898
705	-15.42	-19.40	29.03	268	2902
705	-15.46	-19.50	29.07	268	2908
704	-15.51	-19.50	29.12	269	2915
704	-15.56	-19.50	29.18	269	2921
703	-15.54	-19.50	29.21	269	2927
703	-15.61	-19.50	29.21	269	2932
702	-15.66	-19.60	29.18	269	2937
702	-15.71	-19.60	29.20	269	2945
701	-15.76	-19.70	29.28	269	2952
700	-15.79	-19.70	29.34	269	2958
700	-15.79	-19.70	29.41	269	2963
699	-15.84	-19.70	29.46	269	2970
698	-15.89	-19.80	29.49	269	2977
698	-15.94	-19.80	29.53	270	2984
697	-15.96	-19.90	29.59	270	2990
697	-15.94	-20.00	29.66	270	2996
696	-15.99	-20.10	29.75	270	3003
696	-16.06	-20.20	29.85	270	3009
695	-16.11	-20.20	29.94	270	3013
695	-16.13	-20.30	29.96	270	3019
694	-16.16	-20.30	29.99	270	3025
694	-16.21	-20.40	30.02	270	3031
693	-16.26	-20.40	30.12	270	3036
692	-16.31	-20.50	30.22	270	3043
692	-16.33	-20.60	30.32	270	3049
691	-16.36	-20.70	30.41	270	3054
691	-16.38	-20.80	30.49	270	3061
690	-16.43	-21.00	30.57	270	3068
690	-16.46	-21.00	30.64	270	3073
689	-16.46	-21.10	30.69	270	3077
689	-16.46	-21.10	30.77	270	3083
688	-16.53	-21.30	30.87	270	3090
688	-16.56	-21.30	30.95	270	3096
687	-16.61	-21.40	31.00	270	3103
686	-16.63	-21.40	31.03	270	3109
686	-16.68	-21.40	31.05	270	3115
685	-16.73	-21.60	31.05	270	3122
685	-16.76	-21.70	31.06	271	3128
684	-16.79	-21.80	31.07	271	3134
684	-16.81	-21.80	31.09	271	3139
683	-16.84	-21.90	31.07	271	3142
683	-16.89	-21.90	31.04	271	3144
683	-16.96	-21.90	31.00	271	3146
683	-16.99	-21.90	30.94	271	3149
682	-17.04	-22.00	30.88	271	3156
682	-17.11	-22.00	30.86	271	3162
681	-17.14	-22.10	30.85	271	3168
680	-17.16	-22.10	30.85	272	3173
680	-17.21	-22.20	30.83	272	3179
680	-17.24	-22.20	30.82	272	3185
679	-17.29	-22.30	30.81	272	3192
678	-17.34	-22.40	30.85	272	3200
678	-17.42	-22.50	30.90	272	3207
677	-17.49	-22.50	30.94	272	3213
676	-17.51	-22.60	31.02	272	3219
676	-17.55	-22.70	31.11	272	3226
675	-17.60	-22.70	31.17	272	3231
675	-17.66	-22.80	31.21	273	3236
674	-17.71	-22.90	31.22	273	3241
674	-17.75	-23.10	31.24	273	3249
673	-17.77	-23.20	31.26	273	3257
672	-17.84	-23.20	31.28	273	3262
672	-17.88	-23.30	31.30	273	3267
671	-17.91	-23.40	31.32	273	3274
671	-17.93	-23.50	31.34	273	3282
670	-17.93	-23.70	31.34	274	3288
670	-17.93	-24.00	31.32	274	3294
669	-17.97	-24.30	31.33	274	3302
668	-18.02	-24.50	31.34	274	3308
668	-18.08	-24.60	31.38	274	3314
667	-18.13	-24.70	31.46	274	3321
667	-18.17	-24.90	31.57	274	3328
666	-18.26	-25.00	31.69	274	3335
665	-18.32	-25.10	31.80	274	3342
665	-18.37	-25.10	31.90	274	3349
664	-18.37	-25.20	32.02	274	3355
664	-18.43	-25.30	32.14	274	3363
663	-18.50	-25.40	32.26	274	3371
662	-18.59	-25.50	32.37	274	3378
662	-18.63	-25.60	32.47	274	3385
661	-18.67	-25.60	32.57	275	3392
660	-18.72	-25.70	32.65	275	3399
660	-18.78	-25.80	32.70	274	3405
659	-18.87	-25.80	32.75	274	3412
658	-18.91	-25.90	32.82	274	3419
658	-18.98	-26.00	32.89	274	3426
657	-19.02	-26.00	32.94	274	3433
657	-19.07	-26.10	32.98	274	3440
656	-19.11	-26.20	33.03	274	3446
656	-19.18	-26.20	33.09	274	3454
655	-19.20	-26.30	33.15	274	3461
654	-19.26	-26.30	33.22	274	3468
654	-19.29	-26.40	33.31	274	3475
653	-19.35	-26.50	33.40	274	3481
652	-19.37	-26.50	33.48	274	3487
652	-19.46	-26.60	33.52	275	3494
651	-19.50	-26.60	33.56	275	3502
651	-19.59	-26.70	33.64	275	3507
650	-19.63	-26.70	33.75	275	3514
650	-19.70	-26.70	33.84	275	3519
649	-19.77	-26.70	33.91	275	3526
648	-19.81	-26.70	33.97	275	3535
648	-19.90	-26.80	34.03	275	3542
647	-19.94	-26.70	34.10	275	3547
647	-20.01	-26.70	34.16	276	3554
646	-20.05	-26.70	34.20	276	3561
646	-20.12	-26.60	34.27	276	3566
645	-20.18	-26.60	34.35	276	3572
644	-20.25	-26.60	34.44	276	3579
644	-20.32	-26.70	34.51	276	3586
643	-20.34	-26.60	34.58	276	3593
643	-20.40	-26.70	34.67	276	3599
642	-20.45	-26.60	34.75	276	3607
641	-20.49	-26.60	34.83	277	3615
641	-20.51	-26.60	34.84	277	3621
640	-20.53	-26.60	34.84	277	3626
640	-20.58	-26.60	34.85	277	3632
639	-20.58	-26.60	34.91	277	3639
639	-20.60	-26.70	34.96	277	3645
638	-20.62	-26.70	34.99	277	3652
638	-20.67	-26.80	35.02	277	3660
637	-20.69	-27.00	35.04	277	3666
636	-20.67	-27.10	35.07	278	3672
636	-20.67	-27.30	35.09	278	3679
635	-20.67	-27.50	35.11	278	3686
635	-20.71	-27.60	35.17	278	3692
634	-20.73	-27.70	35.25	278	3699
634	-20.75	-27.80	35.32	278	3706
633	-20.78	-27.90	35.33	278	3713
632	-20.80	-27.90	35.35	278	3721
632	-20.82	-28.00	35.35	278	3729
631	-20.84	-28.00	35.37	278	3736
630	-20.89	-28.00	35.38	278	3744
630	-20.91	-27.90	35.40	278	3750
629	-20.93	-27.80	35.40	278	3757
629	-20.97	-27.80	35.38	278	3765
628	-20.95	-27.60	35.34	279	3772
627	-20.84	-27.40	35.31	279	3779
627	-20.76	-27.30	35.26	279	3786
626	-20.71	-27.20	35.21	279	3792
626	-20.67	-27.00	35.17	279	3800
625	-20.65	-26.90	35.16	279	3807
624	-20.67	-26.80	35.17	280	3814
624	-20.69	-26.70	35.19	280	3820
623	-20.74	-26.70	35.20	280	3827
623	-20.78	-26.70	35.20	280	3834
622	-20.82	-26.60	35.22	280	3840
622	-20.84	-26.60	35.22	280	3848
621	-20.87	-26.50	35.21	280	3857
620	-20.89	-26.50	35.21	280	3863
620	-20.93	-26.40	35.21	281	3869
619	-21.00	-26.40	35.20	281	3877
619	-21.02	-26.30	35.15	281	3884
618	-21.02	-26.20	35.08	281	3890
618	-21.04	-26.20	34.99	281	3896
617	-21.06	-26.10	34.93	281	3901
617	-21.13	-26.10	34.87	281	3907
616	-21.17	-26.00	34.80	281	3913
616	-21.19	-26.00	34.72	282	3918
616	-21.22	-26.00	34.66	282	3920
615	-21.21	-25.90	34.63	282	3926
614	-21.19	-25.80	34.61	282	3932
614	-21.24	-25.70	34.57	282	3939
613	-21.24	-25.60	34.52	282	3946
613	-21.26	-25.60	34.48	282	3953
612	-21.30	-25.50	34.49	282	3959
612	-21.35	-25.50	34.51	283	3965
611	-21.37	-25.60	34.58	283	3972
611	-21.35	-25.60	34.62	283	3979
610	-21.33	-25.70	34.73	283	3985
610	-21.33	-25.80	34.85	283	3992
609	-21.33	-25.90	34.94	283	3999
608	-21.31	-26.00	35.00	283	4006
608	-21.31	-26.10	35.07	282	4015
607	-21.26	-26.10	35.17	282	4023
606	-21.24	-26.10	35.29	282	4030
606	-21.26	-26.30	35.39	282	4037
605	-21.31	-26.30	35.49	282	4042
605	-21.35	-26.40	35.57	282	4049
604	-21.35	-26.50	35.69	282	4056
604	-21.31	-26.50	35.75	282	4062
603	-21.27	-26.50	35.79	282	4067
603	-21.24	-26.50	35.84	282	4072
602	-21.22	-26.40	35.90	282	4080
602	-21.18	-26.40	35.98	282	4087
602	-21.16	-26.30	36.05	282	4090
602	-21.09	-26.30	36.11	282	4091
601	-21.09	-26.20	36.13	282	4094
601	-21.09	-26.20	36.16	282	4096
601	-21.11	-26.20	36.19	282	4102
600	-21.11	-26.10	36.23	282	4104
600	-21.07	-26.00	36.31	282	4108
600	-21.03	-25.90	36.39	283	4111
600	-21.00	-25.80	36.48	283	4115
599	-20.94	-25.80	36.59	283	4118
599	-20.94	-25.80	36.68	283	4122
599	-20.94	-25.80	36.76	283	4126
598	-20.92	-25.70	36.85	283	4134
597	-20.92	-25.70	36.93	283	4142
597	-20.92	-25.70	37.01	283	4150
596	-20.92	-25.70	37.11	283	4158
595	-20.90	-25.80	37.17	283	4166
595	-20.85	-25.80	37.22	283	4175
594	-20.85	-25.90	37.26	283	4182
594	-20.88	-26.00	37.28	283	4187
593	-20.90	-26.00	37.32	283	4196
592	-20.92	-26.10	37.35	283	4207
592	-20.94	-26.10	37.37	284	4215
591	-20.94	-26.20	37.37	284	4220
590	-21.01	-26.30	37.37	284	4228
590	-21.05	-26.30	37.38	284	4237
589	-21.09	-26.40	37.36	284	4242
589	-21.14	-26.40	37.37	284	4249
588	-21.18	-26.50	37.36	284	4256
588	-21.20	-26.50	37.36	285	4262
587	-21.27	-26.60	37.38	285	4266
587	-21.31	-26.60	37.36	285	4272
586	-21.38	-26.70	37.38	285	4279
586	-21.40	-26.70	37.41	285	4286
585	-21.44	-26.70	37.43	285	4294
585	-21.46	-26.80	37.42	285	4301
584	-21.49	-26.80	37.41	285	4308
584	-21.49	-26.80	37.38	285	4314
583	-21.51	-26.90	37.35	285	4320
583	-21.53	-26.90	37.31	285	4326
582	-21.55	-27.00	37.28	285	4332
582	-21.60	-27.00	37.26	285	4338
581	-21.66	-27.10	37.26	285	4342
581	-21.68	-27.20	37.24	285	4347
580	-21.73	-27.30	37.22	285	4353
580	-21.77	-27.30	37.20	285	4359
580	-21.79	-27.40	37.18	285	4366
579	-21.84	-27.40	37.17	285	4374
578	-21.88	-27.50	37.17	286	4380
578	-21.94	-27.50	37.17	286	4386
577	-21.98	-27.60	37.18	286	4393
577	-22.02	-27.60	37.16	286	4399
576	-22.05	-27.70	37.08	286	4406
576	-22.10	-27.70	36.98	286	4410
575	-22.14	-27.80	36.90	286	4419
575	-22.19	-27.90	36.84	286	4426
574	-22.25	-28.00	36.79	286	4432
574	-22.28	-28.00	36.73	286	4437
574	-22.31	-28.10	36.68	286	4442
573	-22.38	-28.20	36.62	286	4450
572	-22.47	-28.30	36.56	286	4458
572	-22.49	-28.30	36.52	286	4465
572	-22.53	-28.30	36.54	286	4468
571	-22.55	-28.40	36.59	285	4471
571	-22.60	-28.40	36.65	285	4477
570	-22.60	-28.40	36.67	285	4482
570	-22.66	-28.50	36.67	285	4486
570	-22.68	-28.50	36.68	285	4491
569	-22.73	-28.60	36.74	285	4497
569	-22.75	-28.60	36.80	285	4502
568	-22.79	-28.70	36.91	285	4507
568	-22.84	-28.70	37.00	285	4514
567	-22.90	-28.80	37.07	285	4521
567	-22.92	-28.90	37.11	285	4527
566	-22.97	-28.90	37.14	285	4532
566	-23.01	-29.00	37.19	285	4539
565	-23.07	-29.00	37.24	285	4547
565	-23.12	-29.00	37.29	285	4554
564	-23.14	-29.00	37.35	284	4560
564	-23.16	-29.10	37.42	284	4567
563	-23.16	-29.10	37.50	284	4573
563	-23.18	-29.20	37.56	284	4578
563	-23.21	-29.20	37.62	284	4584
562	-23.27	-29.20	37.71	284	4590
562	-23.27	-29.30	37.80	284	4597
561	-23.29	-29.30	37.90	284	4605
560	-23.36	-29.40	38.01	283	4610
560	-23.38	-29.40	38.15	283	4617
560	-23.42	-29.40	38.32	283	4623
559	-23.42	-29.50	38.50	283	4629
559	-23.47	-29.50	38.63	283	4636
558	-23.53	-29.60	38.75	283	4643
558	-23.60	-29.70	38.87	283	4649
557	-23.64	-29.70	38.98	283	4657
557	-23.68	-29.60	39.06	283	4663
556	-23.73	-29.60	39.14	283	4668
556	-23.73	-29.60	39.20	283	4673
555	-23.77	-29.80	39.27	283	4678
555	-23.79	-29.90	39.35	283	4682
555	-23.77	-29.90	39.41	283	4686
554	-23.77	-30.00	39.38	283	4690
554	-23.75	-30.10	39.34	283	4696
553	-23.75	-30.10	39.28	283	4704
553	-23.77	-30.20	39.24	283	4710
553	-23.79	-30.30	39.25	283	4715
552	-23.84	-30.30	39.30	283	4722
552	-23.88	-30.30	39.38	283	4730
551	-23.88	-30.30	39.44	283	4734
551	-23.90	-30.40	39.44	283	4741
550	-23.92	-30.40	39.41	282	4749
550	-23.97	-30.40	39.41	282	4754
549	-23.97	-30.40	39.50	282	4757
549	-23.99	-30.30	39.59	282	4763
548	-24.03	-30.30	39.68	282	4770
548	-24.08	-30.30	39.75	282	4777
547	-24.12	-30.20	39.81	282	4785
547	-24.18	-30.10	39.84	282	4794
546	-24.23	-30.00	39.86	282	4799
546	-24.25	-29.90	39.89	282	4804
545	-24.29	-29.90	39.94	282	4812
545	-24.32	-29.90	39.96	282	4818
545	-24.34	-29.80	39.95	282	4818
545	-24.38	-29.80	39.94	282	4821
544	-24.47	-29.90	39.94	282	4830
543	-24.54	-29.90	39.95	282	4839
543	-24.60	-29.90	39.96	282	4846
