pres	tc	td	wspd	wdir	alt
542	-24.64	-29.90	39.92	282	4851
542	-24.67	-29.90	39.88	282	4856
542	-24.71	-30.00	39.84	283	4862
541	-24.73	-30.00	39.77	283	4868
541	-24.80	-30.10	39.71	283	4874
540	-24.86	-30.10	39.69	283	4882
540	-24.91	-30.10	39.66	283	4887
539	-24.95	-30.10	39.69	283	4893
539	-24.97	-30.10	39.72	283	4900
538	-25.00	-30.10	39.75	284	4906
538	-25.02	-30.10	39.80	284	4911
537	-25.04	-30.20	39.88	284	4918
537	-25.04	-30.30	39.94	284	4924
537	-25.04	-30.30	40.00	284	4930
536	-25.08	-30.30	40.08	284	4936
536	-25.11	-30.30	40.19	284	4940
535	-25.11	-30.20	40.33	284	4946
535	-25.11	-30.20	40.50	284	4953
534	-25.11	-30.10	40.60	284	4961
534	-25.11	-30.10	40.68	284	4966
534	-25.11	-30.00	40.78	284	4971
533	-25.13	-30.00	40.89	284	4975
533	-25.17	-30.00	40.98	284	4979
533	-25.19	-30.00	41.08	284	4983
532	-25.17	-29.90	41.15	284	4989
532	-25.13	-29.80	41.22	284	4998
531	-25.08	-29.70	41.27	284	5004
531	-25.02	-29.60	41.32	284	5010
530	-24.98	-29.60	41.39	284	5017
530	-24.95	-29.50	41.48	284	5024
529	-24.93	-29.50	41.58	284	5030
529	-24.91	-29.40	41.65	284	5036
528	-24.91	-29.20	41.69	284	5042
528	-24.89	-29.10	41.73	284	5048
527	-24.89	-29.10	41.79	284	5056
527	-24.89	-29.10	41.92	284	5064
526	-24.87	-29.10	42.06	284	5067
526	-24.78	-29.00	42.19	284	5073
526	-24.82	-29.10	42.29	284	5078
525	-24.80	-29.00	42.36	284	5083
525	-24.75	-29.00	42.43	284	5086
525	-24.69	-28.90	42.51	284	5089
525	-24.61	-28.80	42.62	284	5094
524	-24.61	-28.80	42.74	284	5097
524	-24.59	-28.80	42.84	284	5104
523	-24.59	-28.80	42.91	284	5111
523	-24.59	-28.90	42.92	284	5116
523	-24.59	-29.00	42.94	284	5119
522	-24.60	-29.10	42.92	284	5125
522	-24.61	-29.20	42.91	284	5132
522	-24.63	-29.30	42.91	284	5137
521	-24.65	-29.30	42.89	284	5143
521	-24.63	-29.30	42.86	284	5148
520	-24.61	-29.30	42.81	283	5154
520	-24.63	-29.30	42.77	283	5160
520	-24.65	-29.40	42.76	283	5166
519	-24.70	-29.50	42.75	283	5170
519	-24.72	-29.50	42.75	283	5176
518	-24.76	-29.60	42.75	283	5183
518	-24.76	-29.60	42.75	283	5189
517	-24.74	-29.70	42.78	283	5194
517	-24.74	-29.70	42.80	283	5200
517	-24.76	-29.80	42.82	284	5204
516	-24.76	-29.80	42.85	284	5210
516	-24.78	-29.90	42.86	284	5216
515	-24.83	-30.00	42.84	284	5224
515	-24.85	-30.10	42.80	284	5230
514	-24.85	-30.10	42.77	284	5236
514	-24.87	-30.20	42.74	284	5242
514	-24.87	-30.20	42.71	284	5248
513	-24.87	-30.30	42.69	284	5256
513	-24.87	-30.30	42.62	284	5261
512	-24.87	-30.40	42.54	285	5267
512	-24.87	-30.50	42.45	285	5272
512	-24.89	-30.50	42.34	285	5278
511	-24.92	-30.60	42.26	285	5284
510	-24.94	-30.70	42.18	285	5292
510	-24.94	-30.70	42.13	285	5297
510	-24.92	-30.80	42.11	285	5303
509	-24.94	-30.90	42.13	285	5310
509	-24.94	-31.00	42.19	285	5316
508	-24.96	-31.00	42.26	285	5322
508	-24.98	-31.10	42.33	286	5329
508	-25.01	-31.20	42.41	286	5334
507	-25.05	-31.40	42.51	286	5341
507	-25.09	-31.50	42.63	286	5348
506	-25.12	-31.60	42.75	286	5355
506	-25.12	-31.60	42.87	286	5362
505	-25.09	-31.70	42.97	286	5367
505	-25.05	-31.80	43.04	286	5371
505	-24.98	-31.90	43.09	286	5376
504	-25.03	-32.00	43.14	287	5382
504	-25.05	-32.10	43.22	287	5388
504	-25.07	-32.20	43.33	287	5394
503	-25.09	-32.30	43.46	287	5397
503	-25.12	-32.30	43.59	287	5401
502	-25.14	-32.40	43.73	287	5407
502	-25.18	-32.50	43.87	287	5414
502	-25.23	-32.60	44.02	287	5419
501	-25.23	-32.60	44.19	287	5424
501	-25.27	-32.70	44.37	287	5430
501	-25.29	-32.80	44.57	287	5435
500	-25.29	-32.80	44.77	287	5441
500	-25.36	-33.00	44.97	287	5447
499	-25.40	-33.00	45.16	287	5452
499	-25.49	-33.10	45.34	287	5458
499	-25.45	-33.10	45.50	287	5463
498	-25.40	-33.10	45.67	287	5468
498	-25.40	-33.20	45.84	287	5473
498	-25.40	-33.20	46.01	288	5479
497	-25.42	-33.30	46.17	288	5486
497	-25.45	-33.30	46.32	288	5492
496	-25.47	-33.30	46.43	288	5499
496	-25.47	-33.30	46.52	288	5505
495	-25.45	-33.30	46.60	288	5511
495	-25.34	-33.30	46.69	288	5517
495	-25.27	-33.30	46.78	288	5522
494	-25.25	-33.40	46.89	288	5527
494	-25.25	-33.50	47.00	288	5532
494	-25.29	-33.60	47.10	288	5538
493	-25.34	-33.80	47.20	288	5545
493	-25.36	-34.00	47.30	288	5551
492	-25.40	-34.20	47.42	288	5556
492	-25.45	-34.30	47.53	288	5561
492	-25.49	-34.50	47.63	288	5568
491	-25.51	-34.70	47.72	288	5576
491	-25.54	-35.00	47.78	288	5582
490	-25.58	-35.20	47.81	289	5586
490	-25.65	-35.60	47.82	289	5592
490	-25.69	-35.90	47.81	289	5598
489	-25.71	-36.10	47.80	289	5603
489	-25.73	-36.50	47.78	289	5606
489	-25.73	-36.90	47.76	289	5610
488	-25.69	-38.00	47.73	289	5615
488	-25.71	-39.50	47.70	289	5622
488	-25.71	-40.90	47.67	289	5627
487	-25.71	-42.20	47.63	289	5632
487	-25.73	-43.40	47.59	289	5635
487	-25.76	-44.70	47.55	289	5640
486	-25.80	-45.80	47.52	289	5644
486	-25.82	-46.90	47.50	289	5648
486	-25.84	-47.90	47.48	289	5654
485	-25.89	-48.90	47.47	289	5659
485	-25.93	-49.90	47.47	289	5664
485	-26.00	-50.80	47.46	289	5670
484	-26.02	-51.60	47.47	289	5676
484	-26.04	-52.40	47.49	289	5679
484	-26.06	-53.00	47.53	289	5684
484	-26.09	-53.70	47.61	289	5688
483	-26.11	-54.20	47.70	289	5693
483	-26.13	-54.80	47.80	289	5698
482	-26.15	-55.30	47.87	289	5702
482	-26.17	-55.70	47.93	289	5706
482	-26.22	-56.20	47.95	289	5711
482	-26.26	-56.50	47.96	289	5717
481	-26.30	-56.80	47.97	289	5724
481	-26.35	-57.10	47.99	289	5730
480	-26.37	-57.40	48.00	289	5735
480	-26.41	-57.60	47.98	289	5742
480	-26.48	-57.70	47.94	289	5748
479	-26.55	-57.80	47.89	289	5755
478	-26.61	-57.90	47.85	289	5762
478	-26.63	-57.90	47.84	289	5768
478	-26.68	-57.90	47.85	289	5773
477	-26.75	-57.80	47.89	289	5781
477	-26.81	-57.70	47.93	289	5787
477	-26.86	-57.50	47.97	289	5792
476	-26.88	-57.30	48.02	289	5797
476	-26.90	-57.20	48.08	289	5801
476	-26.90	-57.10	48.16	289	5805
475	-26.90	-57.00	48.26	289	5811
475	-26.92	-56.80	48.35	288	5817
475	-26.94	-56.80	48.45	288	5821
474	-26.97	-57.10	48.53	288	5826
474	-26.97	-57.50	48.61	288	5830
474	-26.97	-57.70	48.69	288	5834
474	-27.01	-58.00	48.76	288	5838
473	-27.03	-58.10	48.83	288	5842
473	-27.05	-58.20	48.89	288	5847
473	-27.08	-58.30	48.96	288	5853
472	-27.12	-58.20	49.04	288	5861
472	-27.14	-58.20	49.11	288	5867
471	-27.16	-58.20	49.18	288	5872
471	-27.21	-58.10	49.23	288	5878
470	-27.28	-58.00	49.28	287	5885
470	-27.32	-57.30	49.31	287	5891
470	-27.36	-56.70	49.36	287	5896
469	-27.41	-55.90	49.41	287	5901
469	-27.45	-55.20	49.47	287	5907
469	-27.50	-54.40	49.54	287	5912
468	-27.52	-53.80	49.60	287	5916
468	-27.54	-53.20	49.65	287	5921
468	-27.58	-52.80	49.68	287	5924
468	-27.61	-52.20	49.71	286	5928
467	-27.65	-51.60	49.74	286	5934
467	-27.67	-51.30	49.78	286	5941
466	-27.70	-51.30	49.82	286	5949
466	-27.74	-51.40	49.86	286	5955
466	-27.74	-51.60	49.90	286	5960
465	-27.76	-51.80	49.93	286	5966
465	-27.83	-52.10	49.95	286	5973
464	-27.85	-52.30	49.96	286	5978
464	-27.87	-52.50	49.99	286	5983
464	-27.89	-52.60	50.02	285	5988
463	-27.92	-52.70	50.04	285	5994
463	-27.94	-52.80	50.06	285	5999
463	-27.98	-52.90	50.06	285	6004
462	-28.03	-53.00	50.04	285	6009
462	-28.05	-53.00	50.01	285	6014
462	-28.09	-53.00	50.00	285	6019
461	-28.09	-52.90	50.00	285	6026
461	-28.09	-52.70	50.03	285	6032
461	-28.14	-52.50	50.05	285	6036
460	-28.18	-52.20	50.06	285	6042
460	-28.23	-51.80	50.06	285	6047
460	-28.27	-51.50	50.03	285	6053
459	-28.34	-51.10	49.99	285	6058
459	-28.38	-50.60	49.95	285	6063
459	-28.43	-50.10	49.95	285	6068
458	-28.47	-49.70	50.00	285	6073
458	-28.52	-49.70	50.07	285	6080
458	-28.54	-49.50	50.13	286	6086
457	-28.58	-49.20	50.17	286	6093
456	-28.65	-49.00	50.21	286	6102
456	-28.76	-48.80	50.24	286	6110
456	-28.83	-48.60	50.28	286	6118
455	-28.92	-48.30	50.34	286	6126
454	-28.99	-47.90	50.42	286	6134
454	-29.05	-47.50	50.53	285	6140
454	-29.10	-47.20	50.62	285	6146
454	-29.12	-46.90	50.66	285	6150
453	-29.14	-46.70	50.66	285	6154
453	-29.19	-46.40	50.65	285	6161
452	-29.21	-46.00	50.64	285	6169
452	-29.30	-45.70	50.64	285	6177
451	-29.32	-44.80	50.67	285	6185
451	-29.39	-44.00	50.72	285	6192
450	-29.44	-43.30	50.81	285	6198
450	-29.48	-42.70	50.93	285	6203
450	-29.50	-42.20	51.03	285	6206
450	-29.53	-41.90	51.15	285	6211
449	-29.56	-41.50	51.27	285	6216
449	-29.59	-41.20	51.37	285	6222
449	-29.62	-40.90	51.46	285	6227
448	-29.67	-40.70	51.54	285	6234
448	-29.72	-40.50	51.61	285	6240
447	-29.78	-40.30	51.64	285	6247
447	-29.81	-40.10	51.66	285	6251
447	-29.84	-40.00	51.66	285	6255
447	-29.87	-39.90	51.63	285	6260
446	-29.91	-39.80	51.62	285	6264
446	-29.93	-39.80	51.61	285	6269
446	-29.98	-39.80	51.60	285	6274
445	-30.02	-39.80	51.59	285	6279
445	-30.08	-39.80	51.59	285	6285
445	-30.14	-39.80	51.59	285	6291
444	-30.18	-39.80	51.58	285	6298
444	-30.23	-39.90	51.55	285	6304
444	-30.27	-40.00	51.51	285	6308
443	-30.30	-40.00	51.46	285	6310
443	-30.34	-40.20	51.41	285	6314
443	-30.39	-40.30	51.33	285	6319
442	-30.46	-40.40	51.25	285	6326
442	-30.43	-40.50	51.19	285	6330
442	-30.48	-40.60	51.18	285	6334
442	-30.55	-40.60	51.18	285	6339
441	-30.59	-40.60	51.20	285	6345
441	-30.64	-40.60	51.23	285	6352
440	-30.73	-40.60	51.26	285	6359
440	-30.77	-40.70	51.31	285	6366
440	-30.84	-40.80	51.35	285	6372
439	-30.87	-41.00	51.42	285	6378
439	-30.91	-41.10	51.47	285	6385
438	-30.96	-41.20	51.47	285	6391
438	-30.98	-41.30	51.42	285	6395
438	-31.00	-41.30	51.32	285	6398
438	-31.05	-41.40	51.17	285	6402
437	-31.09	-41.40	51.00	285	6408
437	-31.14	-41.40	50.84	284	6416
436	-31.21	-41.30	50.70	284	6423
436	-31.25	-41.30	50.57	284	6429
436	-31.30	-41.10	50.43	284	6435
435	-31.36	-41.20	50.26	284	6442
435	-31.42	-41.20	50.11	283	6449
434	-31.48	-41.20	50.00	283	6456
434	-31.48	-41.30	49.92	283	6461
434	-31.51	-41.50	49.87	283	6466
433	-31.51	-41.80	49.84	283	6473
433	-31.55	-42.00	49.81	283	6478
433	-31.55	-42.10	49.76	283	6482
433	-31.62	-42.30	49.70	283	6485
432	-31.65	-42.50	49.63	282	6491
432	-31.69	-42.80	49.57	282	6499
431	-31.74	-43.00	49.56	282	6506
431	-31.76	-43.20	49.59	282	6510
431	-31.78	-43.40	49.61	282	6514
431	-31.83	-43.50	49.64	282	6519
430	-31.88	-43.70	49.67	282	6524
430	-31.92	-43.80	49.69	282	6531
430	-31.97	-43.90	49.70	282	6536
429	-32.01	-43.90	49.70	283	6543
429	-32.04	-43.80	49.70	283	6548
429	-32.08	-43.80	49.67	283	6552
428	-32.11	-43.70	49.63	283	6557
428	-32.13	-43.70	49.56	283	6562
428	-32.18	-43.60	49.48	282	6566
427	-32.22	-43.50	49.39	282	6571
427	-32.25	-43.40	49.32	282	6576
427	-32.29	-43.40	49.25	282	6581
426	-32.34	-43.30	49.21	282	6587
426	-32.34	-43.20	49.21	282	6594
426	-32.34	-43.00	49.23	282	6601
425	-32.36	-42.90	49.30	282	6608
425	-32.39	-42.80	49.40	283	6613
425	-32.41	-42.70	49.53	283	6616
424	-32.48	-42.60	49.65	283	6620
424	-32.48	-42.40	49.74	283	6623
424	-32.48	-42.20	49.81	283	6627
424	-32.48	-42.00	49.88	283	6632
423	-32.50	-41.80	49.96	284	6638
423	-32.55	-41.60	50.05	284	6645
423	-32.57	-41.50	50.12	284	6652
422	-32.62	-41.40	50.19	284	6659
422	-32.62	-41.20	50.24	284	6664
422	-32.66	-41.20	50.26	284	6668
421	-32.71	-41.10	50.26	284	6673
421	-32.74	-41.00	50.28	284	6679
420	-32.83	-41.00	50.34	285	6686
420	-32.81	-41.00	50.39	285	6693
420	-32.83	-40.90	50.42	285	6698
420	-32.88	-40.90	50.42	285	6703
419	-32.90	-40.80	50.41	285	6710
419	-32.97	-40.80	50.38	285	6717
418	-33.04	-40.90	50.35	285	6724
418	-33.09	-40.90	50.32	285	6732
417	-33.14	-41.00	50.31	285	6739
417	-33.16	-41.00	50.34	285	6746
417	-33.21	-41.10	50.40	285	6751
416	-33.25	-41.20	50.48	285	6754
416	-33.30	-41.30	50.58	285	6758
416	-33.37	-41.30	50.72	285	6764
415	-33.42	-41.40	50.84	285	6772
415	-33.49	-41.40	50.96	285	6779
415	-33.51	-41.50	51.07	285	6785
414	-33.56	-41.50	51.19	285	6792
414	-33.63	-41.60	51.29	285	6798
414	-33.66	-41.60	51.37	285	6804
413	-33.68	-41.60	51.39	285	6809
413	-33.73	-41.70	51.37	285	6813
413	-33.78	-41.70	51.33	285	6817
413	-33.78	-41.70	51.27	285	6820
412	-33.82	-41.70	51.23	285	6825
412	-33.87	-41.70	51.24	285	6831
412	-33.89	-41.70	51.29	285	6836
412	-33.94	-41.80	51.36	285	6839
411	-33.97	-41.80	51.43	284	6842
411	-33.99	-41.80	51.48	284	6847
411	-34.06	-41.80	51.54	284	6854
410	-34.11	-41.80	51.62	284	6860
410	-34.13	-41.80	51.71	284	6866
410	-34.18	-41.90	51.80	284	6872
409	-34.25	-42.00	51.89	284	6878
409	-34.28	-42.00	51.97	284	6884
409	-34.32	-42.10	52.04	284	6889
408	-34.37	-42.10	52.08	284	6895
408	-34.40	-42.10	52.13	284	6902
407	-34.47	-42.10	52.23	284	6909
407	-34.49	-42.10	52.36	284	6916
407	-34.56	-42.10	52.51	284	6922
406	-34.64	-42.10	52.65	284	6928
406	-34.69	-42.10	52.80	284	6936
405	-34.73	-42.10	52.93	284	6942
405	-34.81	-42.20	53.05	284	6947
405	-34.81	-42.10	53.15	284	6951
405	-34.85	-42.10	53.21	284	6954
404	-34.90	-42.10	53.26	284	6959
404	-34.90	-42.10	53.28	284	6964
404	-34.95	-42.20	53.28	284	6969
404	-35.00	-42.20	53.27	284	6974
403	-35.05	-42.20	53.26	284	6978
403	-35.07	-42.20	53.25	284	6982
403	-35.14	-42.30	53.26	284	6989
402	-35.22	-42.30	53.28	284	6996
402	-35.24	-42.30	53.34	284	7003
402	-35.29	-42.40	53.41	284	7009
401	-35.34	-42.40	53.49	283	7014
401	-35.39	-42.50	53.58	283	7019
401	-35.41	-42.50	53.66	283	7025
400	-35.44	-42.50	53.70	283	7030
400	-35.49	-42.60	53.69	283	7034
400	-35.53	-42.60	53.66	283	7038
400	-35.56	-42.60	53.64	283	7042
399	-35.58	-42.70	53.64	283	7047
399	-35.66	-42.70	53.62	283	7054
399	-35.71	-42.80	53.60	283	7061
398	-35.78	-42.80	53.59	283	7068
398	-35.85	-42.80	53.56	283	7075
398	-35.93	-42.90	53.53	283	7081
397	-35.95	-42.90	53.50	283	7086
397	-36.00	-42.90	53.49	283	7090
397	-36.03	-42.90	53.52	283	7094
396	-36.05	-42.90	53.56	283	7100
396	-36.12	-43.00	53.58	283	7106
396	-36.12	-43.00	53.56	283	7112
396	-36.20	-43.00	53.52	283	7116
395	-36.25	-43.00	53.45	283	7121
395	-36.30	-43.10	53.37	283	7126
395	-36.35	-43.10	53.28	283	7131
394	-36.40	-43.10	53.22	283	7135
394	-36.42	-43.20	53.16	283	7140
394	-36.47	-43.20	53.13	283	7146
394	-36.52	-43.30	53.12	283	7151
393	-36.54	-43.30	53.12	283	7157
393	-36.55	-43.30	53.11	283	7162
393	-36.57	-43.30	53.09	283	7167
392	-36.55	-43.30	53.07	283	7171
392	-36.52	-43.20	53.05	283	7176
392	-36.55	-43.30	53.01	283	7181
392	-36.57	-43.30	52.98	283	7186
391	-36.60	-43.30	52.92	283	7191
391	-36.64	-43.30	52.86	283	7194
391	-36.65	-43.30	52.79	283	7198
391	-36.70	-43.40	52.70	283	7202
390	-36.70	-43.40	52.60	283	7206
390	-36.72	-43.50	52.49	283	7210
390	-36.80	-43.50	52.40	283	7216
390	-36.85	-43.60	52.36	283	7222
389	-36.85	-43.60	52.38	283	7229
389	-36.87	-43.70	52.45	283	7234
388	-36.92	-43.80	52.54	283	7241
388	-37.00	-43.80	52.65	283	7250
388	-37.05	-43.90	52.76	283	7257
387	-37.12	-44.00	52.86	283	7263
387	-37.18	-44.10	52.98	283	7268
387	-37.20	-44.10	53.09	283	7273
386	-37.25	-44.10	53.20	283	7277
386	-37.28	-44.20	53.32	283	7282
386	-37.33	-44.20	53.43	283	7287
386	-37.35	-44.30	53.51	283	7291
386	-37.40	-44.30	53.56	283	7294
385	-37.45	-44.40	53.60	283	7298
385	-37.53	-44.50	53.67	283	7304
384	-37.61	-44.50	53.74	283	7311
384	-37.66	-44.60	53.84	283	7317
384	-37.68	-44.60	53.96	283	7322
384	-37.73	-44.70	54.09	283	7328
383	-37.81	-44.70	54.23	283	7335
383	-37.89	-44.80	54.38	283	7343
382	-37.91	-44.80	54.51	283	7350
382	-37.96	-44.90	54.62	283	7356
382	-37.99	-44.90	54.73	283	7360
382	-38.01	-45.00	54.83	283	7363
382	-38.04	-45.00	54.92	283	7366
381	-38.09	-45.00	55.03	283	7370
381	-38.09	-45.00	55.14	283	7374
381	-38.14	-45.00	55.25	283	7380
380	-38.19	-45.00	55.35	283	7385
380	-38.22	-45.00	55.44	283	7390
380	-38.27	-45.10	55.54	283	7395
380	-38.35	-45.20	55.64	283	7400
379	-38.40	-45.20	55.77	283	7406
379	-38.43	-45.20	55.91	283	7410
379	-38.45	-45.20	56.06	284	7414
379	-38.48	-45.20	56.21	284	7418
378	-38.53	-45.20	56.33	284	7422
378	-38.61	-45.30	56.42	284	7428
378	-38.66	-45.30	56.51	284	7436
377	-38.74	-45.40	56.58	284	7442
377	-38.76	-45.40	56.63	284	7445
377	-38.79	-45.40	56.68	284	7448
377	-38.82	-45.40	56.72	284	7452
376	-38.84	-45.40	56.74	284	7458
376	-38.87	-45.40	56.76	284	7465
376	-38.89	-45.40	56.76	284	7472
375	-38.95	-45.50	56.75	283	7477
375	-39.00	-45.50	56.76	283	7482
375	-39.03	-45.60	56.78	283	7487
374	-39.08	-45.70	56.82	283	7493
374	-39.13	-45.70	56.88	283	7501
374	-39.18	-45.80	56.95	283	7508
373	-39.26	-45.90	57.02	283	7515
373	-39.28	-46.00	57.08	283	7522
373	-39.34	-46.00	57.12	283	7527
372	-39.36	-46.00	57.16	283	7532
372	-39.39	-46.10	57.20	283	7537
372	-39.42	-46.10	57.23	283	7541
372	-39.44	-46.20	57.26	283	7545
371	-39.47	-46.20	57.27	283	7550
371	-39.52	-46.30	57.26	283	7556
371	-39.55	-46.30	57.26	283	7561
371	-39.60	-46.40	57.26	283	7565
370	-39.63	-46.40	57.27	283	7570
370	-39.66	-46.50	57.29	283	7575
370	-39.71	-46.50	57.32	283	7581
369	-39.79	-46.60	57.36	283	7589
369	-39.87	-46.70	57.37	283	7597
368	-39.90	-46.80	57.35	282	7604
368	-39.94	-46.80	57.32	282	7609
368	-39.98	-46.90	57.27	282	7614
368	-40.00	-46.90	57.23	282	7619
367	-40.03	-47.00	57.19	282	7625
367	-40.11	-47.10	57.14	282	7631
367	-40.11	-47.20	57.09	282	7636
366	-40.14	-47.30	57.04	282	7641
366	-40.17	-47.30	56.98	282	7646
366	-40.19	-47.40	56.93	282	7651
366	-40.25	-47.40	56.91	282	7655
366	-40.27	-47.50	56.91	282	7659
365	-40.33	-47.50	56.93	282	7664
365	-40.36	-47.60	56.97	282	7670
365	-40.41	-47.60	57.02	282	7675
364	-40.44	-47.70	57.10	282	7679
364	-40.47	-47.80	57.18	282	7682
364	-40.49	-47.80	57.26	282	7687
364	-40.52	-47.90	57.34	282	7692
364	-40.57	-48.00	57.41	282	7698
363	-40.60	-48.10	57.49	281	7705
363	-40.60	-48.10	57.56	281	7711
362	-40.60	-48.20	57.65	281	7717
362	-40.60	-48.20	57.74	281	7722
362	-40.60	-48.30	57.82	281	7726
362	-40.60	-48.30	57.87	281	7731
361	-40.63	-48.40	57.90	281	7737
361	-40.63	-48.40	57.93	281	7742
361	-40.66	-48.50	57.95	281	7748
360	-40.68	-48.50	57.98	281	7754
360	-40.71	-48.60	58.01	281	7760
360	-40.74	-48.60	58.03	281	7766
360	-40.77	-48.70	58.04	281	7772
359	-40.79	-48.70	58.04	281	7778
359	-40.82	-48.80	58.03	281	7784
359	-40.85	-48.80	58.02	281	7790
358	-40.88	-48.90	58.03	281	7796
358	-40.90	-48.90	58.07	281	7800
358	-40.92	-49.00	58.14	281	7805
358	-40.94	-49.00	58.23	281	7809
357	-40.96	-49.00	58.25	281	7813
357	-40.93	-49.00	58.27	281	7818
357	-40.93	-49.00	58.29	281	7824
357	-40.96	-49.00	58.33	281	7828
356	-40.99	-49.00	58.39	281	7832
351	-41.71	-49.80	57.28	285	7942
350	-41.77	-49.80	57.33	285	7950
350	-41.81	-49.90	57.37	285	7956
350	-41.86	-49.90	57.39	285	7963
349	-41.91	-50.00	57.39	284	7970
349	-41.95	-50.00	57.39	284	7979
348	-41.99	-50.00	57.36	284	7987
348	-42.01	-50.00	57.39	284	7992
348	-42.03	-50.10	57.43	284	7996
348	-42.05	-50.10	57.46	284	8000
348	-42.11	-50.20	57.48	284	8003
347	-42.12	-50.20	57.45	284	8008
347	-42.14	-50.20	57.40	284	8014
347	-42.16	-50.30	57.37	284	8020
346	-42.19	-50.30	57.33	284	8026
346	-42.21	-50.30	57.29	284	8032
346	-42.22	-50.30	57.25	284	8038
346	-42.25	-50.30	57.18	284	8041
346	-42.28	-50.40	57.09	284	8044
345	-42.28	-50.40	56.99	284	8046
345	-42.33	-50.50	56.88	284	8051
345	-42.36	-50.50	56.77	284	8058
344	-42.36	-50.50	56.66	284	8066
344	-42.42	-50.50	56.58	284	8073
344	-42.45	-50.50	56.53	284	8079
343	-42.45	-50.50	56.50	284	8084
343	-42.50	-50.60	56.50	284	8089
343	-42.48	-50.60	56.52	284	8092
343	-42.48	-50.60	56.58	284	8096
342	-42.53	-50.70	56.67	284	8102
342	-42.56	-50.70	56.76	284	8106
342	-42.59	-50.70	56.86	284	8110
342	-42.62	-50.80	56.97	284	8114
342	-42.65	-50.80	57.10	284	8118
341	-42.68	-50.80	57.21	284	8124
341	-42.76	-50.90	57.31	284	8131
341	-42.79	-50.90	57.40	284	8136
341	-42.85	-50.90	57.47	284	8139
340	-42.89	-50.90	57.51	283	8144
340	-42.93	-51.00	57.54	283	8149
340	-42.97	-51.00	57.54	283	8154
340	-43.01	-51.00	57.54	283	8159
339	-43.05	-51.00	57.53	283	8164
339	-43.09	-51.00	57.52	283	8170
339	-43.13	-51.00	57.49	283	8174
339	-43.17	-51.00	57.46	283	8180
338	-43.23	-51.10	57.41	283	8185
338	-43.26	-51.10	57.35	284	8191
338	-43.30	-51.10	57.28	284	8196
338	-43.34	-51.20	57.24	284	8202
337	-43.37	-51.20	57.23	284	8208
337	-43.37	-51.20	57.25	284	8212
337	-43.37	-51.20	57.31	284	8216
337	-43.37	-51.20	57.39	284	8220
336	-43.41	-51.20	57.49	284	8225
336	-43.44	-51.30	57.60	284	8230
336	-43.48	-51.30	57.72	284	8235
336	-43.51	-51.30	57.85	284	8240
335	-43.54	-51.40	57.98	284	8245
335	-43.58	-51.40	58.10	284	8250
335	-43.61	-51.50	58.22	284	8253
335	-43.64	-51.60	58.31	284	8257
334	-43.70	-51.70	58.38	284	8262
334	-43.74	-51.70	58.42	284	8267
334	-43.79	-51.80	58.45	284	8273
334	-43.79	-51.80	58.48	284	8277
334	-43.84	-52.00	58.48	284	8282
333	-43.87	-52.00	58.47	284	8287
333	-43.90	-52.10	58.43	284	8292
333	-43.93	-52.10	58.38	284	8297
332	-43.99	-52.20	58.31	284	8302
332	-44.02	-52.30	58.24	284	8307
332	-44.05	-52.40	58.18	284	8311
332	-44.11	-52.50	58.10	284	8317
332	-44.14	-52.50	58.02	284	8322
331	-44.20	-52.60	57.95	284	8326
331	-44.23	-52.60	57.89	284	8329
331	-44.23	-52.70	57.83	284	8332
331	-44.29	-52.70	57.80	284	8338
330	-44.32	-52.70	57.81	284	8345
330	-44.35	-52.80	57.85	284	8350
330	-44.35	-52.80	57.90	284	8354
330	-44.44	-52.90	57.93	284	8359
330	-44.50	-53.00	57.97	284	8364
329	-44.53	-53.00	58.03	284	8369
329	-44.56	-53.00	58.10	284	8374
329	-44.59	-53.10	58.20	284	8380
328	-44.63	-53.10	58.30	284	8385
328	-44.67	-53.20	58.40	284	8391
328	-44.72	-53.30	58.48	283	8396
328	-44.78	-53.30	58.52	283	8402
327	-44.81	-53.30	58.51	283	8408
327	-44.84	-53.40	58.50	283	8414
327	-44.90	-53.50	58.52	283	8419
326	-44.99	-53.60	58.56	283	8425
326	-45.02	-53.60	58.59	283	8432
326	-45.11	-53.70	58.63	283	8439
325	-45.17	-53.80	58.64	283	8446
325	-45.24	-53.90	58.66	282	8453
325	-45.30	-53.90	58.66	282	8460
324	-45.33	-54.00	58.69	282	8466
324	-45.37	-54.00	58.75	282	8471
324	-45.42	-54.10	58.85	282	8476
324	-45.42	-54.10	58.94	282	8480
324	-45.48	-54.10	59.04	282	8484
323	-45.55	-54.20	59.13	282	8489
323	-45.61	-54.20	59.22	282	8495
323	-45.67	-54.30	59.31	282	8500
323	-45.73	-54.30	59.40	282	8504
322	-45.76	-54.30	59.47	282	8509
322	-45.83	-54.30	59.55	282	8516
322	-45.86	-54.30	59.61	282	8522
322	-45.89	-54.40	59.63	282	8528
321	-45.95	-54.40	59.61	282	8534
321	-46.02	-54.50	59.57	282	8540
321	-46.08	-54.50	59.53	282	8546
320	-46.14	-54.60	59.52	282	8552
320	-46.19	-54.60	59.52	282	8559
320	-46.24	-54.70	59.50	282	8566
319	-46.29	-54.70	59.46	282	8573
319	-46.33	-54.70	59.41	282	8579
319	-46.43	-54.80	59.36	282	8586
318	-46.46	-54.80	59.32	282	8593
318	-46.56	-54.90	59.31	282	8599
