pres	tc	td	wspd	wdir	alt
575	-13.40	-14.20	34.59	196	4400
574	-13.45	-14.30	34.56	197	4408
574	-13.50	-14.30	34.52	197	4416
573	-13.52	-14.30	34.49	197	4421
573	-13.59	-14.40	34.47	197	4426
572	-13.64	-14.50	34.47	197	4433
572	-13.69	-14.60	34.46	197	4441
571	-13.69	-14.60	34.45	198	4448
571	-13.77	-14.60	34.43	198	4454
570	-13.84	-14.70	34.41	198	4462
570	-13.89	-14.80	34.39	198	4470
569	-13.91	-14.80	34.37	198	4477
569	-13.94	-14.80	34.36	198	4483
568	-13.94	-14.90	34.39	198	4490
568	-14.01	-14.90	34.42	199	4497
567	-14.06	-15.00	34.46	199	4504
567	-14.08	-15.00	34.47	199	4510
566	-14.11	-15.10	34.48	199	4516
566	-14.18	-15.10	34.49	199	4522
565	-14.23	-15.20	34.51	200	4528
565	-14.23	-15.20	34.56	200	4535
564	-14.28	-15.20	34.61	200	4543
564	-14.28	-15.30	34.67	200	4550
563	-14.30	-15.30	34.74	201	4556
563	-14.35	-15.30	34.76	201	4562
562	-14.35	-15.30	34.76	201	4569
562	-14.35	-15.30	34.76	201	4576
561	-14.38	-15.40	34.75	202	4583
561	-14.40	-15.40	34.76	202	4590
560	-14.43	-15.40	34.79	202	4597
560	-14.46	-15.40	34.85	202	4601
560	-14.49	-15.50	34.94	202	4606
559	-14.53	-15.50	35.04	202	4610
559	-14.53	-15.50	35.14	203	4617
558	-14.53	-15.50	35.24	203	4624
558	-14.55	-15.50	35.35	203	4629
557	-14.48	-15.40	35.46	203	4636
557	-14.43	-15.40	35.56	204	4643
556	-14.48	-15.40	35.68	204	4649
556	-14.48	-15.40	35.78	204	4654
556	-14.48	-15.40	35.88	204	4660
555	-14.48	-15.40	35.99	205	4668
554	-14.48	-15.40	36.09	205	4676
554	-14.50	-15.40	36.18	206	4684
553	-14.53	-15.50	36.28	206	4691
553	-14.55	-15.50	36.38	206	4698
552	-14.60	-15.50	36.48	207	4706
552	-14.63	-15.60	36.60	207	4713
551	-14.58	-15.50	36.71	208	4719
551	-14.38	-15.30	36.83	208	4725
550	-14.41	-15.30	36.96	208	4731
550	-14.48	-15.40	37.10	209	4738
549	-14.49	-15.40	37.22	209	4745
549	-14.51	-15.40	37.31	209	4752
548	-14.51	-15.40	37.38	210	4759
548	-14.53	-15.40	37.45	210	4767
547	-14.58	-15.50	37.50	210	4777
546	-14.60	-15.50	37.54	211	4785
546	-14.63	-15.50	37.55	211	4793
545	-14.65	-15.60	37.55	212	4801
545	-14.61	-15.50	37.55	212	4807
544	-14.57	-15.40	37.52	212	4812
544	-14.53	-15.40	37.48	213	4818
544	-14.57	-15.40	37.43	213	4826
543	-14.61	-15.50	37.38	213	4834
542	-14.65	-15.50	37.37	214	4842
542	-14.70	-15.60	37.35	214	4849
541	-14.75	-15.60	37.34	214	4856
541	-14.77	-15.70	37.32	214	4861
541	-14.78	-15.70	37.30	214	4866
540	-14.81	-15.70	37.27	214	4873
540	-14.84	-15.80	37.22	214	4880
539	-14.88	-15.80	37.15	214	4886
539	-14.93	-15.90	37.09	215	4893
538	-14.95	-15.90	37.00	215	4900
538	-14.96	-15.90	36.89	215	4907
537	-14.98	-15.90	36.76	215	4914
537	-15.01	-15.90	36.64	215	4921
536	-15.05	-16.00	36.52	215	4929
536	-15.08	-16.00	36.40	215	4935
535	-15.13	-16.00	36.28	215	4942
535	-15.18	-16.10	36.18	215	4948
534	-15.20	-16.10	36.09	215	4954
534	-15.25	-16.20	36.01	215	4959
534	-15.30	-16.20	35.94	215	4964
533	-15.32	-16.20	35.90	215	4971
533	-15.40	-16.30	35.87	215	4978
532	-15.42	-16.30	35.82	215	4984
532	-15.47	-16.40	35.74	215	4991
531	-15.51	-16.40	35.65	215	4998
531	-15.55	-16.50	35.57	215	5005
530	-15.57	-16.50	35.49	215	5013
530	-15.60	-16.50	35.42	215	5021
529	-15.62	-16.60	35.33	215	5029
529	-15.65	-16.60	35.24	215	5037
528	-15.66	-16.60	35.12	215	5045
527	-15.67	-16.60	34.98	215	5053
527	-15.72	-16.70	34.86	215	5060
526	-15.77	-16.70	34.76	215	5068
526	-15.80	-16.80	34.69	216	5075
526	-15.85	-16.80	34.65	216	5081
525	-15.90	-16.90	34.60	216	5086
525	-15.95	-16.90	34.56	216	5095
524	-16.00	-17.00	34.53	217	5103
524	-16.05	-17.00	34.52	217	5109
523	-16.10	-17.10	34.53	217	5116
523	-16.13	-17.10	34.52	218	5123
522	-16.18	-17.10	34.48	218	5129
522	-16.21	-17.20	34.39	218	5136
521	-16.25	-17.30	34.26	218	5144
520	-16.28	-17.30	34.08	219	5153
520	-16.30	-17.30	33.89	219	5161
519	-16.35	-17.40	33.69	219	5169
519	-16.43	-17.50	33.48	219	5175
518	-16.48	-17.50	33.27	220	5182
518	-16.53	-17.50	33.06	220	5188
518	-16.58	-17.60	32.85	220	5194
517	-16.60	-17.60	32.66	221	5199
517	-16.63	-17.60	32.51	221	5205
516	-16.66	-17.70	32.41	221	5212
516	-16.71	-17.70	32.35	221	5221
515	-16.78	-17.80	32.31	221	5229
515	-16.83	-17.80	32.28	222	5236
514	-16.86	-17.90	32.23	222	5243
514	-16.91	-17.90	32.20	222	5249
514	-16.93	-17.90	32.15	222	5255
513	-16.95	-17.90	32.09	222	5260
513	-16.93	-17.90	32.06	223	5265
512	-16.95	-17.90	32.00	223	5270
512	-16.98	-17.90	31.95	223	5275
512	-17.00	-17.90	31.89	223	5280
512	-17.02	-17.90	31.83	223	5285
511	-17.04	-17.90	31.78	224	5290
511	-17.06	-18.00	31.72	224	5295
510	-17.11	-18.00	31.68	224	5300
510	-17.18	-18.10	31.64	224	5308
509	-17.22	-18.20	31.61	224	5315
509	-17.26	-18.20	31.58	224	5321
509	-17.31	-18.30	31.51	225	5326
508	-17.35	-18.30	31.43	225	5333
508	-17.42	-18.40	31.34	225	5340
507	-17.46	-18.40	31.25	225	5348
507	-17.48	-18.50	31.18	225	5354
506	-17.53	-18.50	31.13	225	5360
506	-17.57	-18.50	31.10	225	5366
505	-17.64	-18.60	31.09	226	5374
505	-17.66	-18.70	31.13	226	5382
505	-17.71	-18.70	31.19	226	5387
504	-17.73	-18.70	31.25	226	5390
504	-17.77	-18.80	31.30	226	5395
504	-17.82	-18.80	31.35	226	5401
503	-17.86	-18.90	31.40	226	5408
503	-17.93	-19.00	31.43	227	5416
502	-17.97	-19.00	31.46	227	5421
502	-18.01	-19.10	31.51	227	5427
502	-18.06	-19.10	31.54	228	5433
501	-18.10	-19.20	31.57	228	5440
500	-18.17	-19.30	31.56	228	5448
500	-18.23	-19.30	31.54	228	5456
500	-18.28	-19.40	31.47	229	5461
499	-18.32	-19.40	31.37	229	5466
499	-18.34	-19.50	31.27	229	5472
498	-18.41	-19.60	31.17	230	5477
498	-18.41	-19.60	31.06	230	5485
498	-18.45	-19.60	30.96	230	5492
497	-18.50	-19.70	30.85	230	5498
497	-18.54	-19.70	30.73	230	5503
496	-18.58	-19.80	30.59	230	5508
496	-18.63	-19.80	30.42	230	5512
496	-18.67	-19.90	30.27	230	5518
495	-18.72	-19.90	30.16	230	5525
495	-18.76	-20.00	30.08	230	5533
494	-18.83	-20.00	30.02	230	5539
494	-18.83	-20.00	29.97	230	5543
494	-18.85	-20.00	29.95	230	5547
494	-18.89	-20.10	29.92	231	5552
493	-18.94	-20.10	29.89	231	5557
493	-18.98	-20.10	29.86	231	5562
492	-19.04	-20.20	29.82	231	5570
492	-19.11	-20.30	29.77	231	5578
492	-19.13	-20.30	29.68	231	5584
491	-19.18	-20.40	29.61	232	5590
491	-19.22	-20.40	29.56	232	5596
490	-19.25	-20.50	29.52	232	5602
490	-19.29	-20.50	29.48	232	5607
490	-19.32	-20.50	29.42	232	5613
489	-19.35	-20.60	29.33	232	5619
489	-19.39	-20.60	29.22	232	5624
488	-19.42	-20.70	29.10	232	5630
488	-19.42	-20.70	28.99	232	5637
488	-19.44	-20.70	28.89	232	5642
487	-19.48	-20.70	28.79	232	5649
487	-19.50	-20.80	28.68	232	5655
486	-19.55	-20.80	28.59	232	5661
486	-19.57	-20.80	28.50	231	5667
486	-19.59	-20.90	28.42	231	5673
485	-19.61	-20.90	28.35	231	5680
485	-19.65	-20.90	28.32	231	5686
484	-19.68	-20.90	28.28	231	5693
484	-19.72	-21.00	28.26	231	5700
484	-19.77	-21.00	28.24	231	5706
483	-19.81	-21.10	28.23	231	5712
483	-19.85	-21.10	28.25	231	5718
482	-19.92	-21.20	28.29	231	5725
482	-19.97	-21.30	28.33	231	5733
481	-20.01	-21.30	28.37	231	5739
481	-20.03	-21.30	28.38	231	5747
480	-20.10	-21.40	28.37	231	5753
480	-20.14	-21.40	28.32	231	5761
479	-20.21	-21.50	28.28	231	5769
479	-20.23	-21.50	28.22	231	5774
479	-20.29	-21.60	28.17	231	5781
478	-20.34	-21.60	28.13	231	5788
478	-20.39	-21.70	28.10	231	5795
477	-20.45	-21.80	28.06	231	5801
477	-20.52	-21.80	28.03	231	5807
477	-20.56	-21.90	27.99	231	5813
476	-20.60	-21.90	27.95	232	5819
476	-20.65	-22.00	27.90	232	5826
475	-20.71	-22.00	27.83	232	5833
475	-20.76	-22.10	27.77	232	5841
474	-20.78	-22.10	27.73	232	5846
474	-20.82	-22.20	27.69	232	5853
474	-20.89	-22.20	27.64	232	5860
473	-20.93	-22.30	27.59	232	5866
473	-20.99	-22.30	27.51	231	5873
472	-21.04	-22.40	27.39	231	5880
472	-21.08	-22.40	27.24	230	5886
472	-21.13	-22.50	27.10	230	5892
471	-21.17	-22.50	26.98	230	5899
471	-21.22	-22.60	26.90	230	5905
470	-21.28	-22.70	26.85	230	5912
470	-21.32	-22.70	26.83	230	5918
470	-21.37	-22.80	26.80	230	5923
469	-21.41	-22.80	26.76	230	5929
469	-21.48	-22.90	26.71	230	5936
468	-21.52	-22.90	26.63	230	5942
468	-21.54	-22.90	26.54	230	5948
468	-21.59	-23.00	26.46	230	5954
467	-21.63	-23.00	26.38	230	5960
467	-21.68	-23.10	26.31	231	5966
466	-21.73	-23.10	26.25	231	5972
466	-21.78	-23.10	26.20	231	5978
466	-21.83	-23.20	26.13	231	5983
465	-21.88	-23.20	26.07	231	5989
465	-21.93	-23.30	25.97	231	5995
465	-21.98	-23.30	25.84	231	6000
464	-22.02	-23.30	25.72	231	6006
464	-22.07	-23.40	25.61	232	6011
464	-22.10	-23.40	25.52	232	6017
463	-22.13	-23.40	25.45	232	6024
463	-22.15	-23.40	25.40	232	6031
462	-22.20	-23.50	25.37	232	6037
462	-22.22	-23.50	25.33	231	6043
462	-22.29	-23.50	25.28	231	6048
461	-22.33	-23.60	25.24	231	6054
461	-22.37	-23.60	25.22	231	6060
460	-22.44	-23.70	25.23	231	6066
460	-22.46	-23.70	25.26	232	6071
460	-22.48	-23.70	25.31	232	6076
460	-22.50	-23.70	25.40	232	6081
459	-22.57	-23.80	25.50	232	6088
459	-22.61	-23.90	25.58	232	6096
458	-22.68	-23.90	25.61	232	6102
458	-22.73	-24.00	25.62	232	6109
457	-22.78	-24.00	25.60	232	6116
457	-22.83	-24.10	25.59	232	6123
456	-22.87	-24.10	25.61	232	6130
456	-22.90	-24.10	25.68	232	6136
456	-22.92	-24.10	25.80	232	6143
455	-22.97	-24.20	25.90	232	6150
455	-23.03	-24.20	25.93	232	6158
454	-23.07	-24.30	25.91	232	6164
454	-23.11	-24.30	25.85	232	6171
454	-23.16	-24.30	25.76	231	6177
453	-23.20	-24.40	25.70	231	6185
453	-23.27	-24.40	25.68	231	6192
452	-23.33	-24.50	25.68	231	6199
452	-23.40	-24.50	25.68	231	6207
451	-23.44	-24.60	25.66	231	6214
451	-23.49	-24.60	25.56	231	6220
450	-23.55	-24.70	25.43	231	6228
450	-23.59	-24.80	25.30	231	6234
450	-23.66	-24.90	25.17	231	6241
449	-23.70	-24.90	25.09	231	6248
449	-23.75	-25.00	25.03	232	6254
448	-23.81	-25.00	24.98	232	6260
448	-23.83	-25.00	24.92	232	6267
448	-23.90	-25.10	24.84	232	6274
447	-23.97	-25.10	24.75	233	6280
447	-23.99	-25.20	24.64	233	6286
447	-24.01	-25.20	24.57	233	6290
446	-24.07	-25.20	24.52	234	6294
446	-24.14	-25.30	24.49	234	6301
446	-24.21	-25.40	24.46	234	6310
445	-24.27	-25.50	24.43	234	6318
444	-24.34	-25.50	24.38	234	6326
444	-24.36	-25.50	24.33	234	6331
444	-24.43	-25.60	24.26	234	6337
444	-24.49	-25.70	24.16	234	6342
443	-24.51	-25.70	24.07	235	6348
443	-24.58	-25.80	23.97	235	6353
443	-24.60	-25.80	23.89	235	6358
442	-24.67	-25.90	23.85	236	6362
442	-24.69	-25.90	23.82	236	6367
442	-24.73	-25.90	23.80	236	6372
441	-24.80	-26.00	23.80	236	6378
441	-24.84	-26.10	23.80	236	6384
441	-24.91	-26.10	23.82	236	6390
440	-24.98	-26.20	23.83	236	6397
440	-25.04	-26.30	23.84	236	6404
439	-25.11	-26.40	23.83	236	6412
439	-25.17	-26.50	23.80	236	6420
438	-25.24	-26.60	23.80	237	6427
438	-25.28	-26.60	23.76	237	6434
438	-25.33	-26.70	23.74	236	6441
437	-25.39	-26.80	23.72	236	6449
437	-25.42	-26.80	23.70	236	6454
436	-25.44	-26.80	23.68	236	6457
436	-25.53	-26.90	23.65	235	6462
436	-25.57	-27.00	23.61	235	6469
435	-25.64	-27.10	23.58	235	6476
435	-25.70	-27.10	23.54	234	6484
434	-25.75	-27.20	23.49	234	6491
434	-25.79	-27.30	23.41	234	6497
434	-25.83	-27.30	23.33	233	6502
434	-25.88	-27.40	23.25	233	6509
433	-25.90	-27.40	23.16	233	6515
433	-25.95	-27.40	23.07	233	6521
432	-25.99	-27.50	22.95	233	6527
432	-26.03	-27.50	22.82	233	6534
432	-26.08	-27.60	22.68	232	6540
431	-26.14	-27.60	22.55	232	6547
431	-26.17	-27.60	22.45	232	6553
430	-26.19	-27.70	22.39	231	6559
430	-26.21	-27.70	22.38	231	6564
430	-26.26	-27.80	22.43	230	6570
430	-26.30	-27.80	22.46	230	6575
429	-26.34	-27.90	22.48	230	6581
429	-26.41	-27.90	22.45	229	6588
428	-26.45	-28.00	22.42	229	6596
428	-26.52	-28.00	22.37	229	6604
427	-26.57	-28.10	22.35	228	6610
427	-26.61	-28.10	22.34	228	6617
427	-26.65	-28.20	22.36	228	6624
426	-26.72	-28.20	22.37	227	6631
426	-26.76	-28.30	22.35	227	6640
425	-26.81	-28.30	22.28	226	6648
425	-26.83	-28.40	22.19	226	6653
424	-26.88	-28.40	22.10	226	6660
424	-26.94	-28.50	22.04	225	6667
424	-26.94	-28.50	22.03	225	6674
423	-26.96	-28.50	22.07	224	6680
423	-26.99	-28.50	22.12	224	6687
423	-26.92	-28.50	22.21	224	6692
422	-26.92	-28.40	22.29	224	6697
422	-26.92	-28.40	22.36	224	6702
422	-26.97	-28.50	22.42	224	6708
421	-27.01	-28.50	22.49	223	6714
421	-27.05	-28.50	22.58	223	6720
421	-27.12	-28.60	22.70	223	6728
420	-27.21	-28.70	22.84	222	6735
420	-27.21	-28.70	23.00	222	6741
419	-27.30	-28.70	23.21	222	6748
419	-27.30	-28.70	23.40	221	6753
419	-27.39	-28.80	23.56	221	6757
419	-27.41	-28.80	23.67	221	6762
418	-27.50	-28.90	23.74	221	6769
418	-27.57	-29.00	23.82	221	6777
417	-27.52	-28.90	23.92	220	6784
417	-27.45	-28.90	24.11	220	6792
416	-27.50	-28.90	24.31	220	6798
416	-27.54	-28.90	24.54	220	6806
416	-27.57	-29.00	24.76	220	6813
415	-27.61	-29.00	24.91	220	6820
415	-27.68	-29.10	25.03	220	6828
414	-27.70	-29.10	25.16	220	6835
414	-27.74	-29.10	25.30	220	6840
414	-27.79	-29.20	25.49	221	6847
413	-27.88	-29.30	25.69	221	6855
413	-27.95	-29.30	25.89	221	6863
412	-27.95	-29.30	26.05	222	6869
412	-28.01	-29.40	26.19	222	6874
412	-28.06	-29.40	26.30	222	6880
411	-28.12	-29.50	26.40	222	6887
411	-28.15	-29.50	26.50	222	6894
411	-28.19	-29.60	26.64	222	6900
410	-28.24	-29.60	26.78	222	6906
410	-28.28	-29.70	26.95	222	6911
410	-28.35	-29.70	27.13	222	6918
409	-28.37	-29.70	27.31	222	6926
409	-28.41	-29.80	27.50	222	6933
408	-28.46	-29.80	27.66	222	6938
408	-28.53	-29.90	27.84	222	6944
408	-28.62	-29.90	27.99	223	6949
408	-28.64	-30.00	28.14	223	6956
407	-28.71	-30.00	28.26	223	6963
407	-28.73	-30.00	28.39	223	6969
406	-28.75	-30.10	28.52	222	6976
406	-28.82	-30.10	28.64	222	6984
405	-28.89	-30.20	28.73	222	6991
405	-28.93	-30.30	28.80	222	7000
404	-29.00	-30.30	28.85	222	7008
404	-29.09	-30.40	28.92	222	7016
404	-29.11	-30.40	29.02	222	7022
403	-29.18	-30.50	29.14	222	7027
403	-29.23	-30.60	29.30	222	7033
403	-29.30	-30.60	29.54	222	7040
402	-29.34	-30.70	29.77	222	7048
402	-29.39	-30.80	29.99	222	7055
402	-29.45	-30.90	30.19	222	7060
401	-29.50	-30.90	30.40	222	7067
401	-29.57	-31.00	30.59	222	7073
400	-29.64	-31.10	30.78	222	7080
400	-29.66	-31.10	30.92	222	7086
400	-29.70	-31.10	31.02	222	7092
400	-29.75	-31.20	31.11	222	7097
399	-29.80	-31.20	31.16	222	7101
399	-29.84	-31.30	31.19	222	7106
399	-29.89	-31.30	31.23	222	7112
398	-29.93	-31.40	31.29	222	7117
398	-30.00	-31.40	31.35	222	7123
398	-30.07	-31.50	31.40	223	7132
397	-30.14	-31.60	31.47	223	7139
397	-30.18	-31.60	31.57	223	7146
396	-30.21	-31.70	31.72	223	7154
396	-30.28	-31.80	31.97	222	7161
396	-30.34	-31.80	32.31	222	7169
395	-30.39	-31.90	32.65	223	7177
395	-30.44	-31.90	32.97	223	7184
394	-30.46	-32.00	33.27	223	7190
394	-30.55	-32.00	33.55	223	7197
393	-30.64	-32.10	33.85	223	7207
393	-30.69	-32.20	34.19	223	7217
392	-30.74	-32.20	34.55	223	7222
392	-30.76	-32.20	34.92	223	7228
392	-30.80	-32.30	35.26	223	7234
391	-30.87	-32.30	35.53	223	7242
391	-30.92	-32.40	35.71	223	7252
390	-30.92	-32.40	35.92	223	7261
390	-30.90	-32.40	36.13	223	7269
390	-31.01	-32.50	36.31	223	7275
389	-30.99	-32.40	36.51	223	7280
389	-30.97	-32.30	36.72	222	7286
389	-30.99	-32.40	36.93	222	7292
388	-31.06	-32.40	37.13	222	7299
388	-31.13	-32.50	37.33	222	7306
388	-31.17	-32.50	37.50	222	7313
387	-31.22	-32.50	37.68	222	7322
387	-31.20	-32.50	37.85	221	7330
386	-31.23	-32.50	38.00	221	7337
386	-31.27	-32.50	38.14	221	7344
386	-31.27	-32.50	38.31	220	7352
385	-31.29	-32.50	38.43	220	7359
385	-31.34	-32.60	38.50	220	7366
384	-31.36	-32.60	38.52	220	7372
384	-31.41	-32.60	38.51	220	7378
384	-31.48	-32.70	38.51	220	7385
383	-31.57	-32.80	38.55	220	7394
383	-31.64	-32.90	38.60	220	7404
382	-31.69	-32.90	38.63	220	7411
382	-31.71	-32.90	38.64	220	7418
382	-31.75	-33.00	38.62	220	7424
381	-31.82	-33.10	38.56	220	7430
381	-31.89	-33.20	38.48	220	7441
380	-31.96	-33.30	38.43	220	7449
380	-32.01	-33.30	38.41	220	7454
380	-32.06	-33.40	38.39	220	7459
379	-32.13	-33.50	38.35	221	7466
379	-32.15	-33.50	38.26	221	7473
379	-32.22	-33.60	38.14	221	7480
378	-32.27	-33.60	38.02	221	7485
378	-32.29	-33.60	37.90	221	7491
378	-32.39	-33.70	37.79	221	7498
377	-32.43	-33.80	37.71	221	7507
377	-32.53	-33.90	37.69	221	7514
376	-32.55	-33.90	37.68	221	7522
376	-32.60	-33.90	37.66	221	7529
376	-32.67	-34.00	37.63	221	7535
375	-32.71	-34.10	37.59	221	7541
375	-32.76	-34.10	37.54	221	7548
375	-32.83	-34.20	37.45	222	7554
374	-32.88	-34.30	37.34	222	7561
374	-32.90	-34.30	37.26	222	7567
374	-32.98	-34.40	37.19	222	7573
373	-33.05	-34.40	37.15	222	7580
373	-33.12	-34.50	37.12	222	7586
372	-33.17	-34.60	37.08	222	7595
372	-33.21	-34.60	37.01	222	7601
372	-33.24	-34.70	36.94	222	7606
372	-33.33	-34.70	36.87	222	7612
371	-33.38	-34.80	36.82	222	7621
371	-33.48	-34.90	36.80	222	7630
370	-33.55	-35.00	36.84	222	7639
370	-33.60	-35.00	36.89	221	7646
369	-33.65	-35.10	36.96	221	7652
369	-33.69	-35.10	36.99	221	7658
369	-33.77	-35.20	37.00	221	7665
368	-33.81	-35.30	37.02	221	7673
368	-33.89	-35.40	37.04	221	7681
368	-33.96	-35.40	37.07	221	7688
367	-34.01	-35.50	37.12	220	7695
367	-34.05	-35.50	37.19	220	7702
366	-34.13	-35.60	37.23	220	7709
366	-34.18	-35.60	37.24	220	7718
366	-34.25	-35.70	37.21	220	7725
365	-34.30	-35.80	37.15	220	7732
365	-34.37	-35.80	37.10	220	7739
365	-34.42	-35.90	37.07	220	7745
364	-34.47	-36.00	37.05	220	7752
364	-34.51	-36.00	37.07	219	7759
364	-34.56	-36.00	37.11	219	7765
363	-34.61	-36.10	37.13	219	7771
363	-34.66	-36.10	37.11	219	7778
362	-34.73	-36.20	37.09	219	7784
362	-34.76	-36.20	37.06	219	7791
362	-34.81	-36.30	37.04	219	7797
362	-34.86	-36.30	37.03	219	7803
361	-34.92	-36.40	37.02	219	7810
361	-34.98	-36.40	36.99	219	7816
361	-35.03	-36.50	36.94	219	7821
360	-35.08	-36.50	36.86	219	7828
360	-35.13	-36.60	36.75	219	7834
360	-35.20	-36.60	36.66	219	7842
359	-35.25	-36.70	36.59	219	7849
359	-35.27	-36.70	36.54	219	7855
359	-35.32	-36.80	36.52	218	7861
358	-35.37	-36.90	36.52	218	7868
358	-35.42	-36.90	36.50	218	7875
358	-35.50	-37.00	36.48	218	7882
357	-35.57	-37.10	36.44	218	7891
357	-35.64	-37.20	36.41	218	7898
356	-35.69	-37.20	36.40	218	7905
356	-35.74	-37.30	36.41	218	7912
356	-35.82	-37.30	36.42	218	7920
355	-35.87	-37.40	36.43	218	7927
355	-35.89	-37.40	36.42	217	7934
355	-35.94	-37.50	36.37	218	7940
354	-35.97	-37.50	36.31	218	7944
354	-35.99	-37.50	36.28	218	7951
354	-36.07	-37.60	36.28	218	7960
353	-36.14	-37.70	36.31	218	7968
353	-36.19	-37.70	36.36	218	7974
352	-36.24	-37.80	36.40	218	7981
352	-36.29	-37.80	36.44	218	7988
352	-36.34	-37.80	36.47	218	7995
351	-36.42	-37.90	36.51	218	8002
351	-36.47	-38.00	36.58	218	8009
351	-36.52	-38.00	36.68	218	8015
350	-36.57	-38.10	36.81	218	8023
350	-36.64	-38.20	36.95	218	8031
350	-36.67	-38.20	37.06	218	8038
349	-36.77	-38.30	37.12	218	8044
349	-36.80	-38.30	37.15	218	8050
349	-36.85	-38.40	37.17	218	8056
348	-36.93	-38.50	37.21	218	8063
348	-36.98	-38.50	37.28	218	8069
348	-37.03	-38.50	37.37	218	8076
347	-37.08	-38.60	37.47	218	8084
347	-37.16	-38.70	37.57	218	8092
346	-37.23	-38.80	37.62	219	8099
346	-37.28	-38.80	37.66	219	8106
346	-37.36	-38.90	37.72	219	8114
345	-37.44	-39.00	37.83	219	8122
345	-37.51	-39.10	38.00	219	8128
345	-37.59	-39.20	38.20	219	8136
344	-37.64	-39.20	38.39	218	8144
344	-37.72	-39.30	38.53	218	8151
344	-37.80	-39.40	38.66	218	8160
343	-37.85	-39.50	38.76	218	8168
343	-37.90	-39.50	38.89	218	8175
342	-37.98	-39.60	39.06	218	8184
342	-38.06	-39.70	39.25	218	8193
342	-38.08	-39.70	39.39	218	8199
341	-38.14	-39.80	39.49	218	8204
341	-38.19	-39.80	39.55	217	8212
340	-38.32	-39.90	39.59	217	8221
340	-38.37	-40.00	39.66	217	8231
340	-38.45	-40.10	39.79	217	8239
339	-38.45	-40.10	39.93	217	8244
339	-38.48	-40.10	40.07	217	8248
339	-38.55	-40.20	40.16	217	8254
338	-38.63	-40.30	40.18	217	8263
338	-38.71	-40.30	40.16	217	8274
337	-38.79	-40.40	40.16	216	8283
337	-38.84	-40.50	40.20	216	8288
337	-38.87	-40.50	40.27	216	8292
337	-38.92	-40.50	40.38	216	8298
336	-39.00	-40.60	40.49	216	8306
336	-39.00	-40.60	40.56	215	8314
336	-39.03	-40.60	40.61	215	8320
335	-39.08	-40.70	40.65	215	8326
335	-39.14	-40.70	40.70	215	8333
335	-39.19	-40.80	40.78	215	8341
334	-39.26	-40.80	40.87	215	8349
334	-39.32	-40.90	40.97	215	8354
334	-39.37	-40.90	41.06	215	8360
333	-39.45	-41.00	41.11	215	8367
333	-39.51	-41.10	41.17	215	8376
332	-39.56	-41.10	41.18	215	8383
332	-39.59	-41.10	41.20	215	8390
332	-39.67	-41.20	41.23	215	8396
332	-39.72	-41.30	41.29	215	8404
331	-39.78	-41.30	41.35	215	8413
331	-39.83	-41.40	41.37	215	8420
330	-39.89	-41.40	41.37	215	8426
330	-39.91	-41.40	41.36	215	8431
330	-39.97	-41.50	41.36	215	8435
330	-40.00	-41.50	41.34	215	8440
329	-40.05	-41.50	41.31	215	8447
329	-40.13	-41.60	41.35	215	8455
329	-40.19	-41.70	41.40	215	8462
328	-40.22	-41.70	41.44	215	8467
328	-40.22	-41.70	41.46	215	8471
328	-40.27	-41.70	41.46	214	8478
328	-40.35	-41.80	41.47	214	8487
327	-40.44	-41.90	41.45	214	8496
327	-40.46	-42.00	41.40	214	8502
326	-40.49	-42.00	41.31	214	8508
326	-40.52	-42.00	41.24	214	8513
326	-40.57	-42.00	41.18	214	8520
326	-40.63	-42.10	41.09	214	8528
325	-40.60	-42.10	40.98	214	8536
325	-40.63	-42.10	40.87	214	8541
325	-40.69	-42.10	40.77	214	8546
324	-40.74	-42.20	40.69	214	8554
324	-40.80	-42.30	40.65	214	8561
324	-40.88	-42.30	40.64	214	8567
324	-40.94	-42.40	40.68	214	8572
323	-40.99	-42.40	40.73	214	8578
323	-41.02	-42.50	40.79	213	8585
322	-41.10	-42.60	40.86	213	8593
322	-41.16	-42.70	40.93	213	8601
322	-41.22	-42.70	41.04	213	8605
322	-41.22	-42.70	41.13	212	8610
321	-41.24	-42.70	41.20	212	8616
321	-41.33	-42.80	41.28	212	8628
320	-41.41	-42.90	41.31	212	8638
320	-41.50	-43.00	41.35	212	8647
320	-41.56	-43.00	41.37	212	8654
319	-41.61	-43.10	41.40	212	8659
319	-41.67	-43.20	41.49	212	8667
319	-41.75	-43.30	41.55	212	8676
318	-41.81	-43.30	41.63	212	8684
318	-41.90	-43.40	41.63	212	8692
318	-41.95	-43.50	41.67	212	8699
317	-41.98	-43.50	41.71	212	8707
317	-42.04	-43.60	41.76	212	8713
317	-42.04	-43.60	41.86	212	8718
316	-42.13	-43.70	41.94	212	8725
316	-42.19	-43.70	42.04	212	8732
316	-42.24	-43.80	42.12	212	8740
315	-42.30	-43.80	42.13	211	8749
315	-42.39	-43.90	42.17	211	8756
314	-42.43	-44.00	42.17	211	8763
314	-42.47	-44.00	42.22	211	8770
314	-42.50	-44.00	42.28	210	8777
314	-42.59	-44.10	42.30	210	8784
313	-42.62	-44.20	42.31	210	8792
313	-42.68	-44.20	42.31	210	8800
313	-42.77	-44.30	42.30	210	8805
312	-42.80	-44.30	42.28	210	8812
312	-42.85	-44.40	42.28	210	8821
312	-42.91	-44.50	42.31	210	8827
311	-42.97	-44.50	42.34	210	8833
